artist,song_name,quarterly_date,n_streams
Tones And I,Dance Monkey,2019 Q3,9461318
Ellie Goulding,Hate Me (with Juice WRLD),2019 Q3,9431288
Mark Ronson,Find U Again (feat. Camila Cabello),2019 Q3,9300167
Lewis Capaldi,Grace,2019 Q3,9209667
Steel Banglez,Fashion Week (feat. AJ Tracey & MoStack),2019 Q3,9163996
Mabel,Don't Call Me Up,2019 Q3,8845789
George Ezra,Shotgun,2019 Q3,8839962
Jess Glynne,One Touch,2019 Q3,8583381
Jonas Brothers,Sucker,2019 Q3,8548779
Taylor Swift,You Need To Calm Down,2019 Q3,8521607
Lady Gaga,Shallow,2019 Q3,8455111
NSG,Options,2019 Q3,8448164
Lil Tecca,Ransom,2019 Q3,8384413
Aitch,Taste (Make It Shake),2019 Q3,8277113
Ali Gatie,It's You,2019 Q3,8140433
Jorja Smith,Be Honest (feat. Burna Boy),2019 Q3,8057289
Sam Feldt,Post Malone (feat. RANI),2019 Q3,7967513
Jonas Blue,What I Like About You (feat. Theresa Rex),2019 Q3,7865478
Krept & Konan,I Spy (feat. Headie One & K-Trap),2019 Q3,7837974
Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,2019 Q3,7812040
Headie One,Both,2019 Q3,7725105
Ava Max,Sweet but Psycho,2019 Q3,7723532
Dave,Funky Friday,2019 Q3,7614566
NSG,OT Bop,2019 Q3,7551443
Lauv,"fuck, i'm lonely",2019 Q3,7533869
Lizzo,Good as Hell,2019 Q3,7479355
Ariana Grande,7 rings,2019 Q3,7356594
Calvin Harris,Giant (with Rag'n'Bone Man),2019 Q3,7342939
Marshmello,Happier,2019 Q3,7266008
Khalid,Talk (feat. Disclosure),2019 Q3,7168717
Jax Jones,All Day And Night,2019 Q3,7050627
benny blanco,Eastside (with Halsey & Khalid),2019 Q3,7022545
Panic! At The Disco,High Hopes,2019 Q3,6965500
Ed Sheeran,Beautiful People (feat. Khalid),2019 Q3,6890645
Becky Hill,I Could Get Used To This,2019 Q3,6889607
Polo G,Pop Out (feat. Lil Tjay),2019 Q3,6883506
Tom Walker,Just You and I,2019 Q3,6845009
Regard,Ride It,2019 Q3,6619536
AJ Tracey,Butterflies (feat. Not3s),2019 Q3,6611448
Billie Eilish,when the party's over,2019 Q3,6580367
Billie Eilish,bury a friend,2019 Q3,6515685
Wiley,Boasty (feat. Idris Elba),2019 Q3,6496533
Bugzy Malone,Kilos (feat. Aitch),2019 Q3,6405635
Billie Eilish,bad guy (with Justin Bieber),2019 Q3,6356294
Loud Luxury,Body (feat. brando),2019 Q3,6313625
Anne-Marie,2002,2019 Q3,6280461
Billie Eilish,lovely (with Khalid),2019 Q3,6240959
Wiley,"My One (feat. Tory Lanez, Kranium & Dappy)",2019 Q3,6204799
Post Malone,rockstar (feat. 21 Savage),2019 Q3,6190111
Vance Joy,Riptide,2019 Q3,6187974
Ariana Grande,"thank u, next",2019 Q3,6133057
Post Malone,Better Now,2019 Q3,6127319
Ellie Goulding,Sixteen,2019 Q3,6124840
The Killers,Mr. Brightside,2019 Q3,6056288
Post Malone,Wow.,2019 Q3,6027008
Queen,Bohemian Rhapsody - Remastered 2011,2019 Q3,5982983
Oasis,Wonderwall - Remastered,2019 Q3,5940951
Sam Smith,Dancing With A Stranger (with Normani),2019 Q3,5883165
Young Thug,The London (feat. J. Cole & Travis Scott),2019 Q3,5864292
D-Block Europe,Kitchen Kings,2019 Q3,5856846
Ed Sheeran,I Don't Care (with Justin Bieber),2019 Q3,5838572
Ariana Grande,"break up with your girlfriend, i'm bored",2019 Q3,5827818
JAY1,Your Mrs,2019 Q3,5806130
Travis Scott,SICKO MODE,2019 Q3,5764849
Marshmello,Here With Me,2019 Q3,5756238
Normani,Motivation,2019 Q3,5730725
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2019 Q3,5726701
Lizzo,Good As Hell,2019 Q3,5669245
Ed Sheeran,Shape of You,2019 Q3,5649173
Cadet,Advice,2019 Q3,5627123
George Ezra,Paradise,2019 Q3,5625270
TOTO,Africa,2019 Q3,5572913
Mark Ronson,Late Night Feelings (feat. Lykke Li),2019 Q3,5554288
Ed Sheeran,Best Part of Me (feat. YEBBA),2019 Q3,5537981
Juice WRLD,Lucid Dreams,2019 Q3,5526808
Queen,Don't Stop Me Now - Remastered 2011,2019 Q3,5406139
Lizzo,Juice,2019 Q3,5371665
Ed Sheeran,Put It All on Me (feat. Ella Mai),2019 Q3,5343613
5 Seconds of Summer,Youngblood,2019 Q3,5323417
Digga D,No Diet,2019 Q3,5283620
Little Mix,Bounce Back,2019 Q3,5281110
Fleetwood Mac,Everywhere - 2017 Remaster,2019 Q3,5216134
Tyga,Taste (feat. Offset),2019 Q3,5214936
Shawn Mendes,If I Can't Have You,2019 Q3,5211950
Ed Sheeran,Feels (feat. Young Thug & J Hus),2019 Q3,5201797
Ed Sheeran,"Take Me Back To London (Remix) [feat. Stormzy, Jaykae & Aitch]",2019 Q3,5200185
Calvin Harris,Promises (with Sam Smith),2019 Q3,5187334
Toploader,Dancing in the Moonlight,2019 Q3,5150431
Hardy Caprio,Best Life,2019 Q3,5110778
Journey,Don't Stop Believin',2019 Q3,5025221
The Kooks,Naive,2019 Q3,5014134
Taylor Swift,Lover,2019 Q3,4996841
Khalid,Better,2019 Q3,4953802
Oasis,Don't Look Back in Anger - Remastered,2019 Q3,4909295
5 Seconds of Summer,Easier,2019 Q3,4893319
Dean Lewis,Be Alright,2019 Q3,4855858
Fleetwood Mac,Go Your Own Way - 2004 Remaster,2019 Q3,4843200
Keala Settle,This Is Me,2019 Q3,4832019
Miley Cyrus,Mother's Daughter,2019 Q3,4828543
The Chainsmokers,Takeaway (feat. Lennon Stella),2019 Q3,4764531
Sam Feldt,Post Malone (feat. RANI),2019 Q3,4749603
Imagine Dragons,Believer,2019 Q3,4734250
Dave,Disaster (feat. J Hus),2019 Q3,4578389
Lewis Capaldi,One,2019 Q3,4557854
Ed Sheeran,Nothing On You (feat. Paulo Londra & Dave),2019 Q3,4528988
Post Malone,Circles,2019 Q3,4494876
Meek Mill,Going Bad (feat. Drake),2019 Q3,4440631
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2019 Q3,4388636
Zara Larsson,All the Time,2019 Q3,4259857
Marshmello,One Thing Right,2019 Q3,4128185
Shawn Mendes,If I Can't Have You,2019 Q3,4123431
Ed Sheeran,Perfect,2019 Q3,4105222
Solardo,XTC,2019 Q3,4094836
Electric Light Orchestra,Mr. Blue Sky,2019 Q3,4090155
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019 Q3,4053921
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2019 Q3,4034617
Calvin Harris,One Kiss (with Dua Lipa),2019 Q3,4024614
Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),2019 Q3,4009074
George Ezra,Budapest,2019 Q3,4004991
Taylor Swift,You Need To Calm Down,2019 Q3,3998879
Remedee,Love of My Life (feat. Not3s & Young Adz),2019 Q3,3957696
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2019 Q3,3948600
Miley Cyrus,Slide Away,2019 Q3,3929850
J. Cole,The London (feat. J. Cole & Travis Scott),2019 Q3,3919502
Lil Nas X,Old Town Road,2019 Q3,3878101
Drake,God's Plan,2019 Q3,3845148
Ed Sheeran,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),2019 Q3,3835654
MoStack,Shine Girl (feat. Stormzy),2019 Q3,3830929
Gerry Cinnamon,Canter,2019 Q3,3826181
James Arthur,Say You Won't Let Go,2019 Q3,3757339
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2019 Q3,3742620
Miley Cyrus,Party In The U.S.A.,2019 Q3,3727908
Taylor Swift,The Man,2019 Q3,3662520
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2019 Q3,3637248
Lil Nas X,Old Town Road,2019 Q3,3627102
The Chainsmokers,Call You Mine (feat. Bebe Rexha),2019 Q3,3510271
Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),2019 Q3,3480145
Drake,Nice For What,2019 Q3,3445730
Aitch,Buss Down (feat. ZieZie),2019 Q3,3431931
Bryan Adams,Summer Of '69,2019 Q3,3390731
XXXTENTACION,SAD!,2019 Q3,3381831
The Plug,Rich (feat. D Block Europe & Offset),2019 Q3,3357203
Avicii,Heaven,2019 Q3,3333979
Digga D,Mr Sheeen - Digga D x Russ Millions,2019 Q3,3268628
Lewis Capaldi,Hollywood,2019 Q3,3177874
Ava Max,So Am I,2019 Q3,3157228
Chris Brown,Don't Check On Me (feat. Justin Bieber & Ink),2019 Q3,3156996
YNW Melly,Murder On My Mind,2019 Q3,3145595
Lauv,i'm so tired...,2019 Q3,3113036
The Killers,Mr. Brightside,2019 Q3,3095225
Years & Years,If You're Over Me,2019 Q3,2985722
Ashley O,On A Roll,2019 Q3,2970259
Halsey,Without Me,2019 Q3,2938114
The Plug,Not Today (feat. Dappy & Tory Lanez),2019 Q3,2929107
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2019 Q3,2898414
Stormzy,Sounds of the Skeng,2019 Q3,2863517
Post Malone,Circles,2019 Q3,2832649
Dave,Professor X,2019 Q3,2795217
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2019 Q3,2790456
Sigrid,Don’t Feel Like Crying,2019 Q3,2779673
Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,2019 Q3,2757429
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2019 Q3,2749189
Swae Lee,Won't Be Late (feat. Drake),2019 Q3,2747217
Post Malone,Saint-Tropez,2019 Q3,2739940
Blue Ivy,BROWN SKIN GIRL,2019 Q3,2632718
"Earth, Wind & Fire",September,2019 Q3,2600481
Jax Jones,All Day And Night - Jax Jones & Martin Solveig Present Europa,2019 Q3,2589104
Gerry Cinnamon,Belter,2019 Q3,2570453
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2019 Q3,2520048
Post Malone,I Fall Apart,2019 Q3,2503760
DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),2019 Q3,2500036
Camila Cabello,Liar,2019 Q3,2479018
Lil Nas X,Panini,2019 Q3,2452856
Ed Sheeran,Way To Break My Heart (feat. Skrillex),2019 Q3,2450984
5 Seconds of Summer,Teeth,2019 Q3,2436151
Lewis Capaldi,Forever,2019 Q3,2428267
Fleetwood Mac,The Chain - 2004 Remaster,2019 Q3,2425467
Post Malone,Hollywood's Bleeding,2019 Q3,2410552
Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),2019 Q3,2406524
Lil Nas X,Rodeo,2019 Q3,2402655
Khalid,Right Back (feat. A Boogie Wit Da Hoodie),2019 Q3,2394845
D-Block Europe,Nookie,2019 Q3,2377035
Katy Perry,Small Talk,2019 Q3,2356698
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2019 Q3,2301853
Skepta,Greaze Mode,2019 Q3,2229364
Jonas Brothers,Only Human,2019 Q3,2224748
Da Beatfreakz,"Motorola (feat. Swarmz, Deno & Dappy)",2019 Q3,2208465
Taylor Swift,Cruel Summer,2019 Q3,2198930
Unknown T,Leave Dat Trap,2019 Q3,2184417
Post Malone,Hollywood's Bleeding,2019 Q3,2178202
"Tyler, The Creator",EARFQUAKE,2019 Q3,2173024
Lil Tecca,Love Me,2019 Q3,2162553
CamelPhat,Be Someone,2019 Q3,2117838
Blossoms,Your Girlfriend,2019 Q3,2097433
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2019 Q3,2072362
Post Malone,Saint-Tropez,2019 Q3,2027933
Stormzy,Wiley Flow,2019 Q3,2010229
P!nk,Walk Me Home,2019 Q3,2001609
Taylor Swift,I Forgot That You Existed,2019 Q3,1954535
Taylor Swift,London Boy,2019 Q3,1947279
OneRepublic,Rescue Me,2019 Q3,1936151
Post Malone,Circles,2019 Q3,1914549
Post Malone,Enemies (feat. DaBaby),2019 Q3,1883342
Lil Tjay,F.N,2019 Q3,1839087
B Young,Gucci Demon,2019 Q3,1813172
Jess Glynne,I'll Be There,2019 Q3,1806577
Lil Tecca,Ransom (with Juice WRLD) - Remix,2019 Q3,1794898
Drake,In My Feelings,2019 Q3,1788044
Taylor Swift,Paper Rings,2019 Q3,1751678
Post Malone,Die For Me (feat. Future & Halsey),2019 Q3,1734811
Koffee,Toast,2019 Q3,1733173
Deno,Change (feat. DigDat),2019 Q3,1723413
Lil Tecca,Did It Again,2019 Q3,1676073
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2019 Q3,1662864
Post Malone,Enemies (feat. DaBaby),2019 Q3,1658281
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2019 Q3,1615591
Mahalia,Simmer (feat. Burna Boy),2019 Q3,1607941
Lana Del Rey,Norman fucking Rockwell,2019 Q3,1585909
Taylor Swift,The Archer,2019 Q3,1585011
Post Malone,Die For Me (feat. Future & Halsey),2019 Q3,1583696
Post Malone,Wow.,2019 Q3,1568245
Headie One,Back to Basics (feat. Skepta),2019 Q3,1548533
Post Malone,A Thousand Bad Times,2019 Q3,1503767
Lana Del Rey,Doin' Time,2019 Q3,1494031
Drake,Behind Barz - Bonus,2019 Q3,1493945
MK,Back & Forth,2019 Q3,1462687
Post Malone,A Thousand Bad Times,2019 Q3,1460962
Post Malone,On The Road (feat. Meek Mill & Lil Baby),2019 Q3,1451793
Post Malone,On The Road (feat. Meek Mill & Lil Baby),2019 Q3,1445888
Freya Ridings,Castles,2019 Q3,1418291
Skepta,What Do You Mean?,2019 Q3,1380964
Kenny Allstar,Friday (feat. DigDat),2019 Q3,1359089
Nicki Minaj,MEGATRON,2019 Q3,1345171
Stefflon Don,Phone Down,2019 Q3,1308176
blackbear,hot girl bummer,2019 Q3,1282759
Post Malone,Allergic,2019 Q3,1279755
Mahalia,Simmer (feat. Burna Boy),2019 Q3,1272648
Headie One,Both,2019 Q3,1256383
Billie Eilish,wish you were gay,2019 Q3,1249145
Post Malone,Wow.,2019 Q3,1245629
Sam Fender,Hypersonic Missiles,2019 Q3,1241055
Taylor Swift,Miss Americana & The Heartbreak Prince,2019 Q3,1228239
Camila Cabello,Shameless,2019 Q3,1223288
Taylor Swift,I Think He Knows,2019 Q3,1219865
George Ezra,Pretty Shining People,2019 Q3,1216956
Post Malone,Staring At The Sun (feat. SZA),2019 Q3,1211200
JAY1,Mocking It,2019 Q3,1210530
Dave,Streatham,2019 Q3,1203620
J. Cole,MIDDLE CHILD,2019 Q3,1198005
Lewis Capaldi,Maybe,2019 Q3,1196651
DJ Snake,Loco Contigo (with J. Balvin & Tyga),2019 Q3,1188240
Sam Fender,Will We Talk?,2019 Q3,1174446
Post Malone,I'm Gonna Be,2019 Q3,1157706
Lil Tecca,Love Me,2019 Q3,1157160
Taylor Swift,The Archer,2019 Q3,1152862
Halsey,Graveyard,2019 Q3,1152056
YG,"Go Loko (feat. Tyga, Jon Z)",2019 Q3,1142310
The Beatles,Here Comes The Sun - Remastered 2009,2019 Q3,1130624
Taylor Swift,Cornelia Street,2019 Q3,1116645
Post Malone,Allergic,2019 Q3,1097813
Sam Fender,The Borders,2019 Q3,1096968
Freya Ridings,Lost Without You,2019 Q3,1093696
Billie Eilish,ocean eyes,2019 Q3,1082017
Rick Ross,Gold Roses (feat. Drake),2019 Q3,1081097
Aitch,Already (feat. Tyreezy),2019 Q3,1077018
Post Malone,Staring At The Sun (feat. SZA),2019 Q3,1071407
Taylor Swift,Lover,2019 Q3,1058214
NF,Time - Edit,2019 Q3,1056460
Travis Scott,goosebumps,2019 Q3,1048845
RAYE,Love Me Again,2019 Q3,1046703
Aitch,Daily Duppy (feat. GRM Daily),2019 Q3,1044467
Dynoro,In My Mind,2019 Q3,1034519
Train,"Hey, Soul Sister",2019 Q3,1021526
Taylor Swift,Death By A Thousand Cuts,2019 Q3,1019221
Fredo,Freddy,2019 Q3,1009207
Arctic Monkeys,Do I Wanna Know?,2019 Q3,1002693
Post Malone,I'm Gonna Be,2019 Q3,994792
Beyoncé,MOOD 4 EVA (feat. Oumou Sangaré),2019 Q3,971224
Aitch,Weekday (feat. Mo$tack & Steel Banglez),2019 Q3,970137
Logic,Homicide (feat. Eminem),2019 Q3,955578
Lil Tecca,Ransom (with Juice WRLD) - Remix,2019 Q3,948522
AJ Tracey,Elastic,2019 Q3,896919
Post Malone,Myself,2019 Q3,883948
Nafe Smallz,Good Love (feat. Tory Lanez),2019 Q3,875486
K-Trap,Big Mood,2019 Q3,872268
Post Malone,I Know,2019 Q3,866119
Krept & Konan,I Spy - Remix,2019 Q3,861690
Stormzy,Shut Up,2019 Q3,860719
Post Malone,Internet,2019 Q3,859050
Lil Nas X,Old Town Road - Remix,2019 Q3,829990
Post Malone,Myself,2019 Q3,826913
Nafe Smallz,Fake Love (feat. Yxng Bane),2019 Q3,818588
Logic,Homicide (feat. Eminem),2019 Q3,797180
Not3s,Wanting,2019 Q3,796678
Sam Fender,Play God,2019 Q3,792835
T MULLA,Droptop,2019 Q3,787527
One Acen,Miss Diva (feat. Yungen),2019 Q3,782564
Tion Wayne,Drive By,2019 Q3,778474
Ed Sheeran,Best Part of Me (feat. YEBBA),2019 Q3,766091
French Montana,Unforgettable,2019 Q3,762539
Drake,One Dance,2019 Q3,751174
Billie Eilish,you should see me in a crown,2019 Q3,744787
Sam Fender,Will We Talk?,2019 Q3,740205
Ed Sheeran,"Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch]",2019 Q3,738061
Billie Eilish,i love you,2019 Q3,736428
The Plug,Not Today (feat. Dappy & Tory Lanez),2019 Q3,730045
Travis Scott,BUTTERFLY EFFECT,2019 Q3,728556
SL,100 Thoughts,2019 Q3,705065
JAY1,4AM in Coventry,2019 Q3,695181
Ed Sheeran,Castle on the Hill,2019 Q3,689386
The Kooks,She Moves In Her Own Way,2019 Q3,683950
Bazzi,I.F.L.Y.,2019 Q3,672079
Daryl Hall & John Oates,You Make My Dreams (Come True),2019 Q3,669210
Tiësto,God Is A Dancer (with Mabel),2019 Q3,643329
The 1975,People,2019 Q3,634902
Aitch,Intro,2019 Q3,632825
Aitch,2 G's,2019 Q3,617610
Aitch,What's Next,2019 Q3,600453
JAY1,Your Mrs,2019 Q3,588582
Taylor Swift,Soon You’ll Get Better (feat. The Chicks),2019 Q3,576136
Taylor Swift,Afterglow,2019 Q3,562753
Taylor Swift,False God,2019 Q3,561628
Lana Del Rey,Fuck it I love you,2019 Q3,544981
Lil Nas X,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,2019 Q3,538252
Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),2019 Q3,533774
Charli XCX,Gone,2019 Q3,500429
Maroon 5,Memories,2019 Q3,492691
BROCKHAMPTON,NO HALO,2019 Q3,488421
Aitch,Aeroplane Mode,2019 Q3,485272
Liam Gallagher,One of Us,2019 Q3,483746
Lana Del Rey,Cinnamon Girl,2019 Q3,483188
Drake,How Bout Now,2019 Q3,481095
Drake,Trust Issues,2019 Q3,473080
Taylor Swift,Daylight,2019 Q3,469071
Liam Gallagher,Once,2019 Q3,465705
Post Malone,I Know,2019 Q3,465242
Lana Del Rey,Mariners Apartment Complex,2019 Q3,462696
Taylor Swift,It’s Nice To Have A Friend,2019 Q3,453680
Beyoncé,"SPIRIT - From Disney's ""The Lion King""",2019 Q3,447622
Young Thug,Bad Bad Bad (feat. Lil Baby),2019 Q3,446341
Stormzy,Big For Your Boots,2019 Q3,437166
Liam Gallagher,Once,2019 Q3,436984
Lana Del Rey,Love song,2019 Q3,436898
Post Malone,Internet,2019 Q3,435155
David Guetta,Thing For You (With Martin Solveig),2019 Q3,435062
Sam Fender,Call Me Lover,2019 Q3,434016
Lana Del Rey,Venice Bitch,2019 Q3,432609
Drake,Dreams Money Can Buy,2019 Q3,432472
Drake,The Motion,2019 Q3,431910
DJ Snake,Loco Contigo,2019 Q3,429846
Sam Fender,Dead Boys,2019 Q3,429793
Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",2019 Q3,424840
Liam Gallagher,Now That I've Found You,2019 Q3,423271
Stormzy,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",2019 Q3,412194
Sam Fender,You're Not The Only One,2019 Q3,402126
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2019 Q3,401462
MoStack,Stinking Rich (feat. Dave & J Hus),2019 Q3,398014
David Guetta,Stay (Don't Go Away) [feat. Raye],2019 Q3,393762
Sam Fender,White Privilege,2019 Q3,393050
The Killers,Human,2019 Q3,389999
AJ,Bad & Boujie,2019 Q3,388821
Slipknot,Unsainted,2019 Q3,382633
Rick Ross,Gold Roses (feat. Drake),2019 Q3,382029
Jax Jones,Jacques (with Tove Lo),2019 Q3,380406
Lana Del Rey,California,2019 Q3,378484
Professor Green,Got It All,2019 Q3,374989
NF,When I Grow Up,2019 Q3,373925
James Arthur,Falling Like The Stars,2019 Q3,372971
A$AP Rocky,Babushka Boi,2019 Q3,372059
Lana Del Rey,The greatest,2019 Q3,372036
YNW Melly,223's (feat. 9lokknine),2019 Q3,371773
Lana Del Rey,Fuck it I love you,2019 Q3,371197
Elton John,Tiny Dancer,2019 Q3,368952
Rex Orange County,10/10,2019 Q3,366475
Lil Nas X,C7osure (You Like),2019 Q3,364465
Lana Del Rey,How to disappear,2019 Q3,361894
Drake,4pm in Calabasas,2019 Q3,361166
Blanco Brown,The Git Up,2019 Q3,358645
benny blanco,Graduation (with Juice WRLD),2019 Q3,358271
Slipknot,Nero Forte,2019 Q3,355854
Sam Fender,That Sound,2019 Q3,353987
BROCKHAMPTON,SUGAR,2019 Q3,350977
Kano,Teardrops,2019 Q3,349767
FISHER,You Little Beauty,2019 Q3,346996
Ariana Grande,no tears left to cry,2019 Q3,342926
Liam Gallagher,Shockwave,2019 Q3,342722
Jason Mraz,I'm Yours,2019 Q3,342128
Headie One,Hard To Believe,2019 Q3,339038
Bombay Bicycle Club,"Eat, Sleep, Wake (Nothing But You) - Single Version",2019 Q3,338471
Queen,Another One Bites The Dust - Remastered 2011,2019 Q3,334701
Sam Fender,The Borders,2019 Q3,334131
Gerry Cinnamon,Sometimes,2019 Q3,331816
Scouting For Girls,She's So Lovely,2019 Q3,330834
WALK THE MOON,Shut Up and Dance,2019 Q3,329340
Tones And I,Dance Monkey,2019 Q4,50389070
Regard,Ride It,2019 Q4,28166164
Post Malone,Circles,2019 Q4,24807522
Lewis Capaldi,Someone You Loved,2019 Q4,24198182
Dua Lipa,Don't Start Now,2019 Q4,21341707
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),2019 Q4,19970928
Travis Scott,HIGHEST IN THE ROOM,2019 Q4,19651411
AJ Tracey,Ladbroke Grove,2019 Q4,19222684
Aitch,Taste (Make It Shake),2019 Q4,19143678
Mariah Carey,All I Want for Christmas Is You,2019 Q4,18436215
Young T & Bugsey,Strike a Pose (feat. Aitch),2019 Q4,18265920
blackbear,hot girl bummer,2019 Q4,17789231
Joel Corry,Sorry,2019 Q4,17744742
Dave,Professor X,2019 Q4,17530769
Wham!,Last Christmas,2019 Q4,17190474
Lewis Capaldi,Bruises,2019 Q4,17168110
Maroon 5,Memories,2019 Q4,16946544
Aitch,Buss Down (feat. ZieZie),2019 Q4,16134217
Dominic Fike,3 Nights,2019 Q4,16037579
MEDUZA,Lose Control,2019 Q4,15989326
Ed Sheeran,Beautiful People (feat. Khalid),2019 Q4,15326433
Kygo,Higher Love,2019 Q4,15122927
Shawn Mendes,Señorita,2019 Q4,15113775
Arizona Zervas,ROXANNE,2019 Q4,14958847
Riton,Turn Me On (feat. Vula),2019 Q4,14721852
Selena Gomez,Lose You To Love Me,2019 Q4,14234999
Lewis Capaldi,Before You Go,2019 Q4,14183325
Dave,Location (feat. Burna Boy),2019 Q4,14049664
Dermot Kennedy,Outnumbered,2019 Q4,13752153
Ed Sheeran,Take Me Back to London (feat. Stormzy),2019 Q4,13611617
Billie Eilish,bad guy,2019 Q4,13446466
Sam Smith,How Do You Sleep?,2019 Q4,13415839
Ed Sheeran,I Don't Care (with Justin Bieber),2019 Q4,12889087
Sam Feldt,Post Malone (feat. RANI),2019 Q4,12714605
Billie Eilish,everything i wanted,2019 Q4,12660604
Headie One,Both,2019 Q4,12624285
Lil Tecca,Ransom,2019 Q4,12545818
Jorja Smith,Be Honest,2019 Q4,12212471
Brenda Lee,Rockin' Around The Christmas Tree,2019 Q4,11303632
Michael Bublé,It's Beginning to Look a Lot like Christmas,2019 Q4,11131635
Lewis Capaldi,Hold Me While You Wait,2019 Q4,11110253
Fredo,So High (feat. Fredo),2019 Q4,11096992
Tiësto,God Is A Dancer (with Mabel),2019 Q4,11066831
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2019 Q4,10895034
The Pogues,Fairytale of New York (feat. Kirsty MacColl),2019 Q4,10688162
Camila Cabello,Liar,2019 Q4,10563003
Ariana Grande,Santa Tell Me,2019 Q4,10557674
Niall Horan,Nice To Meet Ya,2019 Q4,10522915
Jax Jones,This Is Real (ft. Ella Henderson),2019 Q4,10476284
Harry Styles,Lights Up,2019 Q4,10310927
Band Aid,Do They Know It's Christmas? - 1984 Version,2019 Q4,10292660
Stormzy,Vossi Bop,2019 Q4,10113967
KSI,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",2019 Q4,9718536
Post Malone,Goodbyes (Feat. Young Thug),2019 Q4,9473564
Lizzo,Truth Hurts,2019 Q4,9179061
Lil Nas X,Panini,2019 Q4,9129569
Juice WRLD,Bandit (with YoungBoy Never Broke Again),2019 Q4,9091526
Endor,Pump It Up,2019 Q4,9002549
MEDUZA,Piece Of Your Heart,2019 Q4,8965686
Y2K,Lalala,2019 Q4,8881462
J Hus,Must Be,2019 Q4,8732207
Russ Millions,Keisha & Becky - Remix,2019 Q4,8658948
Kanye West,Follow God,2019 Q4,8602074
Lizzo,Good as Hell (feat. Ariana Grande) - Remix,2019 Q4,8522444
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),2019 Q4,8446876
Juice WRLD,Lucid Dreams,2019 Q4,8394569
Dan + Shay,"10,000 Hours (with Justin Bieber)",2019 Q4,8363446
Shakin' Stevens,Merry Christmas Everyone,2019 Q4,8295337
Chris Brown,No Guidance (feat. Drake),2019 Q4,8239023
Fredo,Netflix & Chill,2019 Q4,8225108
Dave,Thiago Silva,2019 Q4,8084283
Poundz,Opp Thot,2019 Q4,7995725
The Killers,Mr. Brightside,2019 Q4,7943658
Bobby Helms,Jingle Bell Rock,2019 Q4,7903624
Chris Rea,Driving Home for Christmas - 2019 Remaster,2019 Q4,7849936
Elton John,Step Into Christmas,2019 Q4,7789442
Lil Nas X,Old Town Road - Remix,2019 Q4,7697716
Lizzo,Good as Hell,2019 Q4,7688237
Kelly Clarkson,Underneath the Tree,2019 Q4,7578649
John Lennon,Happy Xmas (War Is Over) - Remastered 2010,2019 Q4,7525596
D-Block Europe,Home P*ssy,2019 Q4,7496760
