artist,song_name,quarterly_date,n_streams,genre,Genre_Group
Lizzo,Good as Hell,2019 Q4,7688237.0,Hip-Hop,Rap/Hip-Hop
Kelly Clarkson,Underneath the Tree,2019 Q4,7578649.0,Pop,Pop
John Lennon,Happy Xmas (War Is Over) - Remastered 2010,2019 Q4,7525596.0,Christmas,Christmas
D-Block Europe,Home P*ssy,2019 Q4,7496760.0,Grime,Electronic
Michael Bublé,Holly Jolly Christmas,2019 Q4,7464439.0,Swing,Swing
Halsey,Graveyard,2019 Q4,7442050.0,Pop,Pop
Normani,Motivation,2019 Q4,7330247.0,R&B,R&B
Justin Bieber,Mistletoe,2019 Q4,7271939.0,Pop,Pop
Young T & Bugsey,Don't Rush (feat. Headie One),2019 Q4,7224232.0,Rap,Rap/Hip-Hop
Lady Gaga,Shallow,2019 Q4,7171316.0,Pop,Pop
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2019 Q4,7151574.0,Rap,Rap/Hip-Hop
Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,2019 Q4,7039509.0,Christmas,Christmas
Leona Lewis,One More Sleep,2019 Q4,6853207.0,Pop,Pop
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),2019 Q4,6752846.0,Grime,Electronic
Mabel,Mad Love,2019 Q4,6696972.0,R&B,R&B
Post Malone,Wow.,2019 Q4,6687796.0,Rap,Rap/Hip-Hop
Trevor Daniel,Falling,2019 Q4,6673506.0,Rap,Rap/Hip-Hop
Drake,Money In The Grave (Drake ft. Rick Ross),2019 Q4,6668257.0,Rap,Rap/Hip-Hop
George Ezra,Shotgun,2019 Q4,6612623.0,Rock,Rock/Punk/Metal
Lewis Capaldi,Grace,2019 Q4,6606959.0,Pop,Pop
Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),2019 Q4,6467056.0,Christmas,Christmas
NSG,Options,2019 Q4,6367868.0,Swing,Swing
Billie Eilish,when the party's over,2019 Q4,6362931.0,Pop,Pop
The Weeknd,Heartless,2019 Q4,6349232.0,R&B,R&B
Stormzy,Wiley Flow,2019 Q4,6315010.0,Grime,Electronic
Lauv,"fuck, i'm lonely",2019 Q4,6293569.0,Pop,Pop
Mabel,Don't Call Me Up,2019 Q4,6271068.0,R&B,R&B
Dave,Funky Friday,2019 Q4,6212656.0,Grime,Electronic
Queen,Bohemian Rhapsody - Remastered 2011,2019 Q4,6153156.0,Rock,Rock/Punk/Metal
Ariana Grande,7 rings,2019 Q4,6136004.0,Pop,Pop
Steel Banglez,Fashion Week (feat. AJ Tracey & MoStack),2019 Q4,6102903.0,Swing,Swing
The Ronettes,Sleigh Ride,2019 Q4,6102244.0,Christmas,Christmas
Ava Max,Sweet but Psycho,2019 Q4,5926799.0,Pop,Pop
Billie Eilish,lovely (with Khalid),2019 Q4,5877305.0,Indie,Indie
Darkoo,Gangsta,2019 Q4,5549705.0,Afrobeats,Afrobeats
benny blanco,Eastside (with Halsey & Khalid),2019 Q4,5524735.0,Pop,Pop
Dave,Paper Cuts,2019 Q4,5462118.0,Grime,Electronic
José Feliciano,Feliz Navidad,2019 Q4,5459164.0,Pop,Pop
Andy Williams,It's the Most Wonderful Time of the Year,2019 Q4,5360445.0,Swing,Swing
MoStack,Floss (feat. MoStack & Not3s),2019 Q4,5350279.0,Grime,Electronic
Ariana Grande,boyfriend (with Social House),2019 Q4,5331545.0,Pop,Pop
Marshmello,Happier,2019 Q4,5313078.0,Electronic,Electronic
The Weeknd,Blinding Lights,2019 Q4,5311516.0,R&B,R&B
Bing Crosby,White Christmas,2019 Q4,5276804.0,Pop,Pop
Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),2019 Q4,5273198.0,Pop,Pop
Jorja Smith,Be Honest (feat. Burna Boy),2019 Q4,5117861.0,Hip-Hop,Rap/Hip-Hop
RAYE,Love Me Again (with Jess Glynne),2019 Q4,5084175.0,Pop,Pop
Darlene Love,Christmas (Baby Please Come Home),2019 Q4,5075525.0,Christmas,Christmas
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,2019 Q4,4955512.0,Pop,Pop
YNW Melly,223's (feat. 9lokknine),2019 Q4,4909924.0,Rap,Rap/Hip-Hop
Hardy Caprio,Guten Tag,2019 Q4,4905418.0,Grime,Electronic
DigDat,New Dior,2019 Q4,4873298.0,Drill,Rap/Hip-Hop
Travis Scott,SICKO MODE,2019 Q4,4748343.0,Rap,Rap/Hip-Hop
Freya Ridings,Castles,2019 Q4,4729273.0,Pop,Pop
AJ Tracey,Butterflies (feat. Not3s),2019 Q4,4708777.0,Grime,Electronic
Post Malone,Saint-Tropez,2019 Q4,4674490.0,Hip-Hop,Rap/Hip-Hop
D-Block Europe,Nookie,2019 Q4,4669835.0,Grime,Electronic
Jax Jones,Harder (with Bebe Rexha),2019 Q4,4646158.0,Electronic,Electronic
Oasis,Wonderwall - Remastered,2019 Q4,4634566.0,Pop,Pop
Selena Gomez,Look At Her Now,2019 Q4,4591517.0,Pop,Pop
Ariana Grande,"thank u, next",2019 Q4,4578507.0,Pop,Pop
Post Malone,rockstar (feat. 21 Savage),2019 Q4,4527536.0,Rap,Rap/Hip-Hop
Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,2019 Q4,4522478.0,R&B,R&B
Sam Smith,Have Yourself A Merry Little Christmas,2019 Q4,4521884.0,Soul,Soul
J. Cole,The London (feat. J. Cole & Travis Scott),2019 Q4,4504188.0,Rap,Rap/Hip-Hop
Wizzard,I Wish It Could Be Christmas Everyday,2019 Q4,4488557.0,Christmas,Christmas
SHAED,Trampoline (with ZAYN),2019 Q4,4463659.0,Unknown,Unknown
Nat King Cole,The Christmas Song (Merry Christmas To You),2019 Q4,4450295.0,Jazz,Jazz
Stormzy,Crown,2019 Q4,4436822.0,Grime,Electronic
NSG,Trust Issues,2019 Q4,4421210.0,Swing,Swing
D-Block Europe,Outside,2019 Q4,4402279.0,Grime,Electronic
Sigala,Wish You Well,2019 Q4,4391613.0,Dance,Dance/House
Tom Walker,Better Half of Me,2019 Q4,4369399.0,Indie,Indie
Panic! At The Disco,High Hopes,2019 Q4,4347680.0,Rock,Rock/Punk/Metal
Tom Walker,Just You and I,2019 Q4,4313700.0,Indie,Indie
Jonas Brothers,Sucker,2019 Q4,4299586.0,Rock,Rock/Punk/Metal
D-Block Europe,Kitchen Kings,2019 Q4,4247129.0,Grime,Electronic
Slade,Merry Xmas Everybody,2019 Q4,4232252.0,Rock,Rock/Punk/Metal
James Arthur,Say You Won't Let Go,2019 Q4,4188454.0,R&B,R&B
Kylie Minogue,Santa Baby,2019 Q4,4175706.0,Dance,Dance/House
Sigala,We Got Love,2019 Q4,4148073.0,Electronic,Electronic
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019 Q4,4122546.0,Soft Pop,Pop
Harry Styles,Lights Up,2019 Q4,4096263.0,Pop,Pop
Post Malone,Hollywood's Bleeding,2019 Q4,4066631.0,Hip-Hop,Rap/Hip-Hop
Andy Williams,It's the Most Wonderful Time of the Year,2019 Q4,4048832.0,Swing,Swing
Harry Styles,Watermelon Sugar,2019 Q4,4034407.0,Pop,Pop
Michael Bublé,Santa Claus Is Coming to Town,2019 Q4,4033500.0,Swing,Swing
Coldplay,Christmas Lights,2019 Q4,3981951.0,Christmas,Christmas
Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2019 Q4,3893818.0,Christmas,Christmas
Lil Tjay,F.N,2019 Q4,3893243.0,Drill,Rap/Hip-Hop
JAY1,Mocking It,2019 Q4,3820730.0,Grime,Electronic
Billie Eilish,bury a friend,2019 Q4,3804537.0,Pop,Pop
D-Block Europe,Playing For Keeps,2019 Q4,3772897.0,Grime,Electronic
Harry Styles,Adore You,2019 Q4,3772753.0,Pop,Pop
French Montana,Writing on the Wall (feat. Post Malone & Cardi B),2019 Q4,3766775.0,Hip-Hop,Rap/Hip-Hop
Lil Tecca,Love Me,2019 Q4,3754998.0,Rap,Rap/Hip-Hop
Drake,Behind Barz - Bonus,2019 Q4,3738009.0,Rap,Rap/Hip-Hop
The Jackson 5,Santa Claus Is Coming To Town,2019 Q4,3737334.0,Soul,Soul
Stormzy,Audacity (feat. Headie One),2019 Q4,3705166.0,Grime,Electronic
Dave,Disaster (feat. J Hus),2019 Q4,3667594.0,Grime,Electronic
Ellie Goulding,Hate Me (with Juice WRLD),2019 Q4,3634746.0,Pop,Pop
Queen,Don't Stop Me Now - Remastered 2011,2019 Q4,3601496.0,Rock,Rock/Punk/Metal
ZieZie,French Kisses (feat. Aitch),2019 Q4,3594580.0,Swing,Swing
PARTYNEXTDOOR,LOYAL (feat. Drake),2019 Q4,3593370.0,R&B,R&B
Daryl Hall & John Oates,Jingle Bell Rock - Daryl's Version,2019 Q4,3551956.0,Rock,Rock/Punk/Metal
Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",2019 Q4,3530198.0,Christmas,Christmas
Anne-Marie,2002,2019 Q4,3526578.0,Pop,Pop
Vance Joy,Riptide,2019 Q4,3480622.0,Rock,Rock/Punk/Metal
Krept & Konan,Tell Me,2019 Q4,3465229.0,Grime,Electronic
Becky Hill,I Could Get Used To This (with WEISS),2019 Q4,3461221.0,Electronic,Electronic
Post Malone,Better Now,2019 Q4,3452057.0,Rap,Rap/Hip-Hop
Mariah Carey,Christmas (Baby Please Come Home),2019 Q4,3445758.0,R&B,R&B
Stormzy,Lessons,2019 Q4,3426399.0,Grime,Electronic
Boney M.,Mary's Boy Child / Oh My Lord,2019 Q4,3415124.0,Disco,Disco
Tion Wayne,2 ON 2 - Tion Wayne x JAY1,2019 Q4,3401579.0,Drill,Rap/Hip-Hop
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2019 Q4,3398639.0,Rap,Rap/Hip-Hop
Dean Lewis,Be Alright,2019 Q4,3373343.0,Pop,Pop
Fleetwood Mac,Everywhere - 2017 Remaster,2019 Q4,3322841.0,Rock,Rock/Punk/Metal
TOTO,Africa,2019 Q4,3321945.0,Rock,Rock/Punk/Metal
Ed Sheeran,Shape of You,2019 Q4,3306291.0,Pop,Pop
Britney Spears,My Only Wish (This Year),2019 Q4,3298010.0,Pop,Pop
Jona Lewie,Stop The Cavalry,2019 Q4,3294502.0,Christmas,Christmas
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",2019 Q4,3294050.0,Pop,Pop
Ed Sheeran,"Take Me Back To London (Remix) [feat. Stormzy, Jaykae & Aitch]",2019 Q4,3288042.0,Soft Pop,Pop
Taylor Swift,You Need To Calm Down,2019 Q4,3242793.0,Pop,Pop
Elvis Presley,Blue Christmas,2019 Q4,3215873.0,Rock,Rock/Punk/Metal
Stormzy,Vossi Bop,2019 Q4,3210758.0,Hip-Hop,Rap/Hip-Hop
Katy Perry,Never Really Over,2019 Q4,3204380.0,Pop,Pop
Tory Lanez,Jerry Sprunger (with T-Pain),2019 Q4,3190905.0,Hip-Hop,Rap/Hip-Hop
Idina Menzel,Into the Unknown,2019 Q4,3181680.0,Musicals,Musicals
Burl Ives,A Holly Jolly Christmas - Single Version,2019 Q4,3139052.0,Christmas,Christmas
Tiësto,Ritual,2019 Q4,3138091.0,Edm,Electronic
Shawn Mendes,If I Can't Have You,2019 Q4,3136494.0,Pop,Pop
Harry Styles,Lights Up,2019 Q4,3134404.0,Pop,Pop
Oasis,Don't Look Back in Anger - Remastered,2019 Q4,3133574.0,Pop,Pop
The Jackson 5,I Saw Mommy Kissing Santa Claus,2019 Q4,3087662.0,Soul,Soul
M Huncho,Thumb,2019 Q4,3047923.0,Grime,Electronic
Taylor Swift,Lover,2019 Q4,3040496.0,Indie,Indie
Cadet,Advice,2019 Q4,3007049.0,Grime,Electronic
Camila Cabello,My Oh My (feat. DaBaby),2019 Q4,2981076.0,Pop,Pop
AJ Tracey,Kiss and Tell,2019 Q4,2979128.0,Grime,Electronic
Sam Smith,Dancing With A Stranger (with Normani),2019 Q4,2918327.0,Soft Pop,Pop
Tony Bennett,Winter Wonderland,2019 Q4,2908334.0,Jazz,Jazz
Coldplay,Orphans,2019 Q4,2897075.0,Rock,Rock/Punk/Metal
Harry Styles,Watermelon Sugar,2019 Q4,2876756.0,Pop,Pop
Toploader,Dancing in the Moonlight,2019 Q4,2863197.0,Pop,Pop
JAY1,4AM in Coventry,2019 Q4,2856235.0,Grime,Electronic
Chuck Berry,Run Rudolph Run - Single Version,2019 Q4,2852865.0,Rock,Rock/Punk/Metal
Journey,Don't Stop Believin',2019 Q4,2831498.0,Rock,Rock/Punk/Metal
Meghan Trainor,I'll Be Home,2019 Q4,2817538.0,Christmas,Christmas
Imagine Dragons,Believer,2019 Q4,2807114.0,Indie,Indie
Hardy Caprio,Best Life,2019 Q4,2804576.0,Grime,Electronic
Avicii,SOS (feat. Aloe Blacc),2019 Q4,2790783.0,Edm,Electronic
Sia,Santa's Coming for Us,2019 Q4,2780478.0,Christmas,Christmas
Pretenders,2000 Miles - 2007 Remaster,2019 Q4,2769848.0,Rock,Rock/Punk/Metal
Ariana Grande,Santa Baby,2019 Q4,2742379.0,Pop,Pop
Khalid,Up All Night,2019 Q4,2738172.0,R&B,R&B
Summer Walker,Come Thru (with Usher),2019 Q4,2734105.0,R&B,R&B
Eartha Kitt,Santa Baby (with Henri René & His Orchestra),2019 Q4,2726865.0,Christmas,Christmas
Krept & Konan,G Love,2019 Q4,2668523.0,Grime,Electronic
Jonas Blue,What I Like About You (feat. Theresa Rex),2019 Q4,2666156.0,House,Dance/House
Mud,Lonely This Christmas,2019 Q4,2665653.0,Metal,Rock/Punk/Metal
Jax Jones,All Day And Night,2019 Q4,2654385.0,Dance,Dance/House
Lauv,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",2019 Q4,2626323.0,Pop,Pop
Arizona Zervas,ROXANNE,2019 Q4,2614511.0,Rap,Rap/Hip-Hop
Stay Flee Get Lizzy,"2 Cups (feat. Popcaan, Fredo & Tory Lanez)",2019 Q4,2608807.0,Grime,Electronic
Michael Bublé,I'll Be Home for Christmas,2019 Q4,2602622.0,Swing,Swing
Lizzo,Juice,2019 Q4,2571218.0,Hip-Hop,Rap/Hip-Hop
Sidhu Moose Wala,47 (feat. Stefflon Don),2019 Q4,2561829.0,Hip-Hop,Rap/Hip-Hop
Zedd,Good Thing (with Kehlani),2019 Q4,2525552.0,Edm,Electronic
Stevie Wonder,What Christmas Means To Me,2019 Q4,2506157.0,Soul,Soul
Solardo,XTC,2019 Q4,2499707.0,House,Dance/House
Tame Impala,The Less I Know The Better,2019 Q4,2490747.0,Rock,Rock/Punk/Metal
Don Toliver,No Idea,2019 Q4,2458769.0,Rap,Rap/Hip-Hop
Ali Gatie,It's You,2019 Q4,2448090.0,Pop,Pop
Ed Sheeran,Perfect,2019 Q4,2425718.0,Pop,Pop
The Chainsmokers,Takeaway (feat. Lennon Stella),2019 Q4,2417651.0,House,Dance/House
Michael Bublé,Cold December Night,2019 Q4,2405020.0,Swing,Swing
Michael Bublé,White Christmas (with Shania Twain),2019 Q4,2386759.0,Christmas,Christmas
DaBaby,BOP,2019 Q4,2350839.0,Rap,Rap/Hip-Hop
Post Malone,Enemies (feat. DaBaby),2019 Q4,2324471.0,Hip-Hop,Rap/Hip-Hop
Mahalia,Simmer (feat. Burna Boy),2019 Q4,2302706.0,Indie,Indie
Stormzy,Crown,2019 Q4,2272726.0,Grime,Electronic
Brett Eldredge,"Baby, It's Cold Outside (feat. Meghan Trainor)",2019 Q4,2269404.0,Country,Country
Major Lazer,Trigger,2019 Q4,2251445.0,Edm,Electronic
Juice WRLD,Robbery,2019 Q4,2249963.0,Rap,Rap/Hip-Hop
Khalid,Right Back (feat. A Boogie Wit Da Hoodie),2019 Q4,2242408.0,R&B,R&B
Calvin Harris,Giant (with Rag'n'Bone Man),2019 Q4,2239353.0,Edm,Electronic
Idina Menzel,Baby It's Cold Outside (duet with Michael Bublé),2019 Q4,2120207.0,Musicals,Musicals
Diplo,Lonely,2019 Q4,2066872.0,Edm,Electronic
Sam Fender,Hypersonic Missiles,2019 Q4,2051728.0,Rock,Rock/Punk/Metal
Katy Perry,Harleys In Hawaii,2019 Q4,1979949.0,Pop,Pop
XXXTENTACION,SAD!,2019 Q4,1957799.0,Rock,Rock/Punk/Metal
Stormzy,Sounds of the Skeng,2019 Q4,1938936.0,Grime,Electronic
Mykola Dmytrovych Leontovych,Carol of the Bells,2019 Q4,1935668.0,Christmas,Christmas
Stormzy,Wiley Flow,2019 Q4,1931343.0,Grime,Electronic
The Script,The Last Time,2019 Q4,1917627.0,Rock,Rock/Punk/Metal
Khalid,Talk (feat. Disclosure),2019 Q4,1912612.0,Hip-Hop,Rap/Hip-Hop
Stormzy,Pop Boy (feat. Aitch),2019 Q4,1879007.0,Grime,Electronic
Ella Fitzgerald,Sleigh Ride,2019 Q4,1862665.0,Pop,Pop
Ariana Grande,"break up with your girlfriend, i'm bored",2019 Q4,1861882.0,Pop,Pop
Lil Tecca,Ransom,2019 Q4,1854636.0,Rap,Rap/Hip-Hop
Harry Styles,Falling,2019 Q4,1852127.0,Pop,Pop
Travis Scott,Hot (Remix) [feat. Gunna and Travis Scott],2019 Q4,1846193.0,Rap,Rap/Hip-Hop
JAY1,Your Mrs,2019 Q4,1842032.0,Grime,Electronic
Gwen Stefani,You Make It Feel Like Christmas (feat. Blake Shelton),2019 Q4,1822650.0,Christmas,Christmas
Stormzy,Big Michael,2019 Q4,1817358.0,Grime,Electronic
Destiny's Child,8 Days of Christmas,2019 Q4,1815396.0,R&B,R&B
Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),2019 Q4,1813277.0,Pop,Pop
Stormzy,Superheroes,2019 Q4,1811755.0,Grime,Electronic
Loud Luxury,Body (feat. brando),2019 Q4,1808541.0,Electronic,Electronic
Miley Cyrus,Slide Away,2019 Q4,1808312.0,Country,Country
5 Seconds of Summer,Youngblood,2019 Q4,1754463.0,Punk,Rock/Punk/Metal
Post Malone,Die For Me (feat. Future & Halsey),2019 Q4,1753351.0,Rap,Rap/Hip-Hop
Internet Money,Somebody,2019 Q4,1742071.0,Hip-Hop,Rap/Hip-Hop
Kanye West,Selah,2019 Q4,1734887.0,Rap,Rap/Hip-Hop
Lewis Capaldi,Before You Go,2019 Q4,1725178.0,Pop,Pop
Stormzy,One Second (feat. H.E.R.),2019 Q4,1709548.0,Grime,Electronic
Kanye West,Closed On Sunday,2019 Q4,1707532.0,Hip-Hop,Rap/Hip-Hop
Lil Baby,Woah,2019 Q4,1705433.0,Hip-Hop,Rap/Hip-Hop
Liam Payne,All I Want (For Christmas),2019 Q4,1700084.0,Christmas,Christmas
BTS,Make It Right (feat. Lauv),2019 Q4,1687524.0,K-Pop,K-Pop
Stormzy,Rainfall (feat. Tiana Major9),2019 Q4,1665152.0,Grime,Electronic
Sam Fender,Will We Talk?,2019 Q4,1653956.0,Rock,Rock/Punk/Metal
Taylor Swift,Christmas Tree Farm,2019 Q4,1648348.0,Christmas,Christmas
Ant Saunders,Yellow Hearts,2019 Q4,1622264.0,Indie,Indie
Kanye West,On God,2019 Q4,1614247.0,Rap,Rap/Hip-Hop
Ariana Grande,Bad To You (with Normani & Nicki Minaj),2019 Q4,1590489.0,Pop,Pop
AJ Tracey,Cat Pack,2019 Q4,1580274.0,Grime,Electronic
Sam Smith,I Feel Love,2019 Q4,1572284.0,Soft Pop,Pop
Lil Tecca,Ransom (with Juice WRLD) - Remix,2019 Q4,1551103.0,Rap,Rap/Hip-Hop
Harry Styles,Adore You,2019 Q4,1547503.0,Pop,Pop
Coldplay,Orphans,2019 Q4,1531061.0,Rock,Rock/Punk/Metal
Doja Cat,Candy,2019 Q4,1523433.0,Hip-Hop,Rap/Hip-Hop
James Arthur,Quite Miss Home,2019 Q4,1501299.0,R&B,R&B
Kanye West,Everything We Need,2019 Q4,1475852.0,Rap,Rap/Hip-Hop
5 Seconds of Summer,Teeth,2019 Q4,1474821.0,Rock,Rock/Punk/Metal
Camila Cabello,Liar,2019 Q4,1458643.0,Rap,Rap/Hip-Hop
NSG,OT Bop,2019 Q4,1449886.0,Swing,Swing
Gerry Cinnamon,Belter,2019 Q4,1447797.0,Folk,Folk
Marshmello,Tongue Tied (with YUNGBLUD & blackbear),2019 Q4,1438872.0,Edm,Electronic
Gerry Cinnamon,Sometimes,2019 Q4,1436732.0,Rock,Rock/Punk/Metal
Dermot Kennedy,Outnumbered,2019 Q4,1433779.0,Folk,Folk
Billie Eilish,all the good girls go to hell,2019 Q4,1431813.0,Pop,Pop
Polo G,Pop Out (feat. Lil Tjay),2019 Q4,1429458.0,Rap,Rap/Hip-Hop
Travis Scott,goosebumps,2019 Q4,1422383.0,Rap,Rap/Hip-Hop
Fleetwood Mac,Go Your Own Way - 2004 Remaster,2019 Q4,1419044.0,Rock,Rock/Punk/Metal
Fleetwood Mac,The Chain - 2004 Remaster,2019 Q4,1411639.0,Rock,Rock/Punk/Metal
YNW Melly,Murder On My Mind,2019 Q4,1402997.0,Hip-Hop,Rap/Hip-Hop
Khalid,Better,2019 Q4,1402876.0,R&B,R&B
Post Malone,I Fall Apart,2019 Q4,1399143.0,Hip-Hop,Rap/Hip-Hop
George Ezra,Paradise,2019 Q4,1395067.0,Pop,Pop
Lauv,Mean It,2019 Q4,1391561.0,Indie,Indie
Queen,Another One Bites The Dust - Remastered 2011,2019 Q4,1383745.0,Rock,Rock/Punk/Metal
Tyga,Taste (feat. Offset),2019 Q4,1379339.0,Hip-Hop,Rap/Hip-Hop
Kanye West,Use This Gospel,2019 Q4,1377847.0,Rap,Rap/Hip-Hop
Lil Mosey,Stuck In A Dream (feat. Gunna),2019 Q4,1374704.0,Rap,Rap/Hip-Hop
Queen,Thank God It's Christmas - Non-Album Single,2019 Q4,1373084.0,Rock,Rock/Punk/Metal
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2019 Q4,1369016.0,Soul,Soul
Keala Settle,This Is Me,2019 Q4,1366290.0,Musicals,Musicals
Lil Uzi Vert,Futsal Shuffle 2020,2019 Q4,1362042.0,Rap,Rap/Hip-Hop
Jonas Brothers,Like It's Christmas,2019 Q4,1359217.0,Christmas,Christmas
Calum Scott,Dancing On My Own,2019 Q4,1347719.0,Soft Pop,Pop
Bing Crosby,It's Beginning To Look Like Christmas,2019 Q4,1340520.0,Pop,Pop
East 17,Stay Another Day,2019 Q4,1326737.0,Hip-Hop,Rap/Hip-Hop
Céline Dion,Happy Xmas (War Is Over),2019 Q4,1321114.0,Pop,Pop
Juice WRLD,Legends,2019 Q4,1290944.0,Rap,Rap/Hip-Hop
Sidemen,The Gift,2019 Q4,1274076.0,Unknown,Unknown
Post Malone,On The Road (feat. Meek Mill & Lil Baby),2019 Q4,1246283.0,Hip-Hop,Rap/Hip-Hop
Post Malone,A Thousand Bad Times,2019 Q4,1236931.0,Hip-Hop,Rap/Hip-Hop
Juice WRLD,All Girls Are The Same,2019 Q4,1234470.0,Rap,Rap/Hip-Hop
Nines,Pride,2019 Q4,1231501.0,Grime,Electronic
JAY1,Million Bucks,2019 Q4,1201023.0,Grime,Electronic
Bugzy Malone,December,2019 Q4,1179977.0,Grime,Electronic
Ed Sheeran,Antisocial (with Travis Scott),2019 Q4,1175254.0,Soft Pop,Pop
Roddy Ricch,The Box,2019 Q4,1174933.0,Rap,Rap/Hip-Hop
Krept & Konan,I Spy (feat. Headie One & K-Trap),2019 Q4,1174425.0,Grime,Electronic
Martin Garrix,Used To Love (with Dean Lewis),2019 Q4,1142378.0,Edm,Electronic
Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),2019 Q4,1133332.0,Soft Pop,Pop
Noah Cyrus,July,2019 Q4,1130575.0,Pop,Pop
Fredo,Freddy,2019 Q4,1121668.0,Drill,Rap/Hip-Hop
Sam Fender,The Borders,2019 Q4,1101697.0,Rock,Rock/Punk/Metal
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2019 Q4,1082905.0,Pop,Pop
Blossoms,Your Girlfriend,2019 Q4,1068581.0,Indie,Indie
Gerry Cinnamon,Canter,2019 Q4,1057386.0,Indie,Indie
Stormzy,Rachael's Little Brother,2019 Q4,1034449.0,Grime,Electronic
Bastille,Can’t Fight This Feeling,2019 Q4,1004962.0,Rock,Rock/Punk/Metal
Kanye West,Every Hour,2019 Q4,999940.0,Rap,Rap/Hip-Hop
D-Block Europe,Pretty Little Nike Airs,2019 Q4,996522.0,Grime,Electronic
D-Block Europe,Darling,2019 Q4,980260.0,Grime,Electronic
Stormzy,Do Better,2019 Q4,974838.0,Grime,Electronic
Stormzy,Handsome,2019 Q4,941055.0,Grime,Electronic
Kanye West,Water,2019 Q4,921979.0,Rap,Rap/Hip-Hop
Harry Styles,Golden,2019 Q4,914635.0,Pop,Pop
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],2019 Q4,912707.0,Pop,Pop
Dean Martin,"Baby, It's Cold Outside",2019 Q4,908624.0,Pop,Pop
Kanye West,God Is,2019 Q4,903650.0,Rap,Rap/Hip-Hop
Krept & Konan,G Love,2019 Q4,899587.0,Grime,Electronic
Harry Styles,Cherry,2019 Q4,872008.0,Pop,Pop
Idina Menzel,Show Yourself,2019 Q4,856197.0,Musicals,Musicals
Alz X 38,Change,2019 Q4,851402.0,Drill,Rap/Hip-Hop
Dean Martin,Rudolph The Red-Nosed Reindeer,2019 Q4,847448.0,Pop,Pop
D-Block Europe,Back To Back,2019 Q4,847409.0,Grime,Electronic
Christina Aguilera,Have Yourself a Merry Little Christmas,2019 Q4,838002.0,Pop,Pop
The Beach Boys,Little Saint Nick - 1991 Remix,2019 Q4,819187.0,Pop,Pop
Stormzy,Don't Forget to Breathe (feat. Yebba) [Interlude],2019 Q4,818267.0,Grime,Electronic
Michael Bublé,Jingle Bells (feat. The Puppini Sisters),2019 Q4,817936.0,Christmas,Christmas
Stormzy,Bronze,2019 Q4,816772.0,Grime,Electronic
Lil Tjay,F.N,2019 Q4,805789.0,Drill,Rap/Hip-Hop
Michael Bublé,All I Want for Christmas Is You,2019 Q4,805320.0,Swing,Swing
Kanye West,Hands On,2019 Q4,799569.0,Rap,Rap/Hip-Hop
Panic! At The Disco,Into the Unknown - Panic! At The Disco Version,2019 Q4,781989.0,Rock,Rock/Punk/Metal
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2019 Q4,776589.0,Rap,Rap/Hip-Hop
Lewis Capaldi,One,2019 Q4,771414.0,Pop,Pop
Michael Bublé,Christmas (Baby Please Come Home),2019 Q4,761947.0,Swing,Swing
Frank Sinatra,Jingle Bells - Remastered 1999,2019 Q4,750535.0,Christmas,Christmas
Harry Styles,To Be So Lonely,2019 Q4,737314.0,Rock,Rock/Punk/Metal
Ali Gatie,It's You,2019 Q4,734313.0,Pop,Pop
Harry Styles,She,2019 Q4,732224.0,Rock,Rock/Punk/Metal
Donny Hathaway,This Christmas,2019 Q4,732026.0,Soul,Soul
Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,2019 Q4,726604.0,Pop,Pop
Wiley,"My One (feat. Tory Lanez, Kranium & Dappy)",2019 Q4,725866.0,Grime,Electronic
Cliff Richard,Mistletoe and Wine,2019 Q4,724713.0,Pop,Pop
Ariana Grande,Last Christmas,2019 Q4,724439.0,Pop,Pop
The Ronettes,Frosty the Snowman,2019 Q4,722929.0,Christmas,Christmas
Frank Sinatra,Mistletoe And Holly - Remastered 1999,2019 Q4,717420.0,Christmas,Christmas
Nat King Cole,Joy To The World,2019 Q4,717333.0,Jazz,Jazz
