year_quarter,genre,Genre_Group,streams,gdp_(£m),inflation_(%),hfce_(£m),unemployment_rate_(%)
2017 Q3,Pop,Pop,589189.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,586030.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,570898.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,561668.0,601961.0,2.7,374572.0,4.3
2017 Q3,House,Dance/House,555260.0,601961.0,2.7,374572.0,4.3
2017 Q3,R&B,R&B,554877.0,601961.0,2.7,374572.0,4.3
2017 Q3,Edm,Electronic,552784.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,549335.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,532164.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,527172.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,525886.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,520653.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,519591.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,516501.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,505055.0,601961.0,2.7,374572.0,4.3
2017 Q3,R&B,R&B,497925.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,489478.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,449613.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,442422.0,601961.0,2.7,374572.0,4.3
2017 Q3,Hip-Hop,Rap/Hip-Hop,419493.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,418565.0,601961.0,2.7,374572.0,4.3
2017 Q3,Edm,Electronic,417379.0,601961.0,2.7,374572.0,4.3
2017 Q3,Edm,Electronic,407558.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,400848.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,397800.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,385271.0,601961.0,2.7,374572.0,4.3
2017 Q3,Unknown,Unknown,378731.0,601961.0,2.7,374572.0,4.3
2017 Q3,Edm,Electronic,377525.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rap,Rap/Hip-Hop,377517.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,377014.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,363397.0,601961.0,2.7,374572.0,4.3
2017 Q3,House,Dance/House,360233.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,356812.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,352460.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,349642.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,348817.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rap,Rap/Hip-Hop,348012.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,346131.0,601961.0,2.7,374572.0,4.3
2017 Q3,Dance,Dance/House,343126.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,340053.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,334160.0,601961.0,2.7,374572.0,4.3
2017 Q3,Afrobeats,Afrobeats,334053.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,333311.0,601961.0,2.7,374572.0,4.3
2017 Q3,Grime,Electronic,331555.0,601961.0,2.7,374572.0,4.3
2017 Q3,Edm,Electronic,329306.0,601961.0,2.7,374572.0,4.3
2017 Q3,Country,Country,328874.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,320408.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,319645.0,601961.0,2.7,374572.0,4.3
2017 Q3,Grime,Electronic,318428.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,313767.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,312486.0,601961.0,2.7,374572.0,4.3
2017 Q3,R&B,R&B,308343.0,601961.0,2.7,374572.0,4.3
2017 Q3,Grime,Electronic,306319.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,306132.0,601961.0,2.7,374572.0,4.3
2017 Q3,Soft Pop,Pop,303570.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,299266.0,601961.0,2.7,374572.0,4.3
2017 Q3,R&B,R&B,297339.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,296628.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,295961.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,295665.0,601961.0,2.7,374572.0,4.3
2017 Q3,R&B,R&B,295063.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,294835.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,293435.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,292525.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,291730.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rap,Rap/Hip-Hop,291183.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rap,Rap/Hip-Hop,290982.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,288359.0,601961.0,2.7,374572.0,4.3
2017 Q3,Grime,Electronic,287554.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,287416.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,286390.0,601961.0,2.7,374572.0,4.3
2017 Q3,Hip-Hop,Rap/Hip-Hop,286026.0,601961.0,2.7,374572.0,4.3
2017 Q3,Unknown,Unknown,283175.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,283046.0,601961.0,2.7,374572.0,4.3
2017 Q3,Grime,Electronic,281424.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,280210.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,280034.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,279612.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,278833.0,601961.0,2.7,374572.0,4.3
2017 Q3,Metal,Rock/Punk/Metal,277959.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,277274.0,601961.0,2.7,374572.0,4.3
2017 Q3,Hip-Hop,Rap/Hip-Hop,272792.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,270520.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,268721.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,267929.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,264813.0,601961.0,2.7,374572.0,4.3
2017 Q3,K-Pop,K-Pop,264099.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,264069.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,263080.0,601961.0,2.7,374572.0,4.3
2017 Q3,Hip-Hop,Rap/Hip-Hop,262993.0,601961.0,2.7,374572.0,4.3
2017 Q3,Soul,Soul,261625.0,601961.0,2.7,374572.0,4.3
2017 Q3,Pop,Pop,258966.0,601961.0,2.7,374572.0,4.3
2017 Q3,Soft Pop,Pop,257494.0,601961.0,2.7,374572.0,4.3
2017 Q3,Electronic,Electronic,257302.0,601961.0,2.7,374572.0,4.3
2017 Q3,Unknown,Unknown,257034.0,601961.0,2.7,374572.0,4.3
2017 Q3,Indie,Indie,253517.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,250997.0,601961.0,2.7,374572.0,4.3
2017 Q3,Rock,Rock/Punk/Metal,246024.0,601961.0,2.7,374572.0,4.3
2017 Q4,Hip-Hop,Rap/Hip-Hop,38747222.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,32731070.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,28381245.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,24120880.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,21667906.0,606396.0,2.8,376343.0,4.4
2017 Q4,Comedy,Other,21461154.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,20208678.0,606396.0,2.8,376343.0,4.4
2017 Q4,Edm,Electronic,18977395.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,18974110.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,18430640.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,17336178.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,17319396.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,16926176.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,16535167.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,16408245.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,16245006.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,15953072.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,15379659.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,15203637.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,14683390.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,14229792.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,13954357.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,13716006.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soul,Soul,13701910.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,13469832.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,13071955.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,12600178.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,12374693.0,606396.0,2.8,376343.0,4.4
2017 Q4,Latin,Latin,11930006.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,11771706.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,11581119.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,11338640.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,11139316.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,10711666.0,606396.0,2.8,376343.0,4.4
2017 Q4,Latin,Latin,10687649.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,10430465.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,10210715.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,9949130.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,9793791.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,9673077.0,606396.0,2.8,376343.0,4.4
2017 Q4,Latin,Latin,9646597.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,9526179.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,9197909.0,606396.0,2.8,376343.0,4.4
2017 Q4,Edm,Electronic,9178163.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,9035749.0,606396.0,2.8,376343.0,4.4
2017 Q4,Latin,Latin,8754845.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,8727994.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,8705934.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,8694119.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,8681181.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,8529243.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,8409160.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,8355714.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,8343154.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,8043858.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7995055.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7966864.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,7866074.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7838527.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,7835415.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,7788159.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,7672774.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,7516436.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,7397824.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7363030.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7275271.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,7250241.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,7231464.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7099314.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7082222.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,7016209.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,6919198.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,6817032.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,6617211.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,6588076.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,6551719.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,6539073.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,6477790.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,6351216.0,606396.0,2.8,376343.0,4.4
2017 Q4,Electronic,Electronic,6343386.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,6254592.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,6252435.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,6250898.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,6237929.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,6236395.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,6092482.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,6014084.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,5972238.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,5935824.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,5899680.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,5889326.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,5745846.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,5645511.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,5605865.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,5593438.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,5545291.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,5507604.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,5480465.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,5368491.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,5368396.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,5334731.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,5315603.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,5315067.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,5266916.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,5198450.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,5131008.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,5108450.0,606396.0,2.8,376343.0,4.4
2017 Q4,Edm,Electronic,5078057.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,5004416.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,5000382.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,4971262.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,4844002.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4769794.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,4746515.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4676943.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4589866.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,4562964.0,606396.0,2.8,376343.0,4.4
2017 Q4,Edm,Electronic,4548113.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,4546116.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,4495765.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,4448718.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soul,Soul,4431232.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,4388838.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4359360.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,4343247.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,4333374.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4308431.0,606396.0,2.8,376343.0,4.4
2017 Q4,Electronic,Electronic,4273785.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4270619.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,4259915.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4240733.0,606396.0,2.8,376343.0,4.4
2017 Q4,Unknown,Unknown,4226224.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,4195764.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,4157035.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,4093654.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,3983699.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,3968026.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3947124.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3885215.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soul,Soul,3881895.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,3855037.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,3854174.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,3810211.0,606396.0,2.8,376343.0,4.4
2017 Q4,Electronic,Electronic,3740967.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3740215.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,3683050.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3681179.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,3673097.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,3672882.0,606396.0,2.8,376343.0,4.4
2017 Q4,Disco,Disco,3662438.0,606396.0,2.8,376343.0,4.4
2017 Q4,Latin,Latin,3632322.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,3620839.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,3617627.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,3612593.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,3589666.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3574782.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soul,Soul,3559545.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3485690.0,606396.0,2.8,376343.0,4.4
2017 Q4,Musicals,Musicals,3483521.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,3464913.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3443457.0,606396.0,2.8,376343.0,4.4
2017 Q4,Dance,Dance/House,3374379.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,3351474.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,3337759.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3303875.0,606396.0,2.8,376343.0,4.4
2017 Q4,Unknown,Unknown,3303802.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,3290521.0,606396.0,2.8,376343.0,4.4
2017 Q4,Metal,Rock/Punk/Metal,3270953.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,3262805.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3255387.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3247421.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,3222059.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,3194532.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,3189028.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,3181509.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,3062023.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,3030333.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,3008556.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2992338.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2967311.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,2962375.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2953133.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,2951153.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2949674.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,2944347.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,2929512.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,2910369.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,2852582.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,2849240.0,606396.0,2.8,376343.0,4.4
2017 Q4,Edm,Electronic,2835487.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,2785982.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,2773987.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,2761717.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,2757894.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,2738485.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,2735987.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2728225.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soul,Soul,2726616.0,606396.0,2.8,376343.0,4.4
2017 Q4,Indie,Indie,2725018.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,2712035.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2708656.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,2705615.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,2703677.0,606396.0,2.8,376343.0,4.4
2017 Q4,Jazz,Jazz,2682382.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,2661082.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2646047.0,606396.0,2.8,376343.0,4.4
2017 Q4,Disco,Disco,2611621.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,2611410.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,2572799.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,2538167.0,606396.0,2.8,376343.0,4.4
2017 Q4,Edm,Electronic,2530348.0,606396.0,2.8,376343.0,4.4
2017 Q4,Unknown,Unknown,2520068.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,2469385.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,2466177.0,606396.0,2.8,376343.0,4.4
2017 Q4,House,Dance/House,2437620.0,606396.0,2.8,376343.0,4.4
2017 Q4,Swing,Swing,2399832.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,2390881.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soft Pop,Pop,2390211.0,606396.0,2.8,376343.0,4.4
2017 Q4,Electronic,Electronic,2385107.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2332629.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2330508.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,2326788.0,606396.0,2.8,376343.0,4.4
2017 Q4,Grime,Electronic,2325463.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2321495.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rock,Rock/Punk/Metal,2315128.0,606396.0,2.8,376343.0,4.4
2017 Q4,R&B,R&B,2249213.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,2230664.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2222754.0,606396.0,2.8,376343.0,4.4
2017 Q4,Soul,Soul,2159407.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,2152260.0,606396.0,2.8,376343.0,4.4
2017 Q4,Christmas,Christmas,2063640.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2056308.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,2053630.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,2052460.0,606396.0,2.8,376343.0,4.4
2017 Q4,Rap,Rap/Hip-Hop,2043183.0,606396.0,2.8,376343.0,4.4
2017 Q4,Hip-Hop,Rap/Hip-Hop,2009806.0,606396.0,2.8,376343.0,4.4
2017 Q4,Pop,Pop,2006980.0,606396.0,2.8,376343.0,4.4
