year_quarter,genre,Genre_Group,streams,gdp_(£m),inflation_(%),hfce_(£m),unemployment_rate_(%)
2019 Q3,Grime,Electronic,16602659.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,16361698.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,16219597.0,621227.0,1.8,384635.0,3.9
2019 Q3,Latin,Latin,15406273.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,15295898.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,14858114.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,14164565.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,13451854.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,13273500.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,13117760.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,12923481.0,621227.0,1.8,384635.0,3.9
2019 Q3,Edm,Electronic,12311734.0,621227.0,1.8,384635.0,3.9
2019 Q3,Folk,Folk,12279513.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,12249212.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,11970100.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,11719222.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,11651195.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,11504068.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,11478332.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,11470600.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,11388016.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,11292886.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,11191971.0,621227.0,1.8,384635.0,3.9
2019 Q3,Edm,Electronic,10701797.0,621227.0,1.8,384635.0,3.9
2019 Q3,Country,Country,10648471.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,10067203.0,621227.0,1.8,384635.0,3.9
2019 Q3,Edm,Electronic,10063274.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,9787090.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,9654000.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,9628079.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,9578671.0,621227.0,1.8,384635.0,3.9
2019 Q3,Dance,Dance/House,9461318.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,9431288.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,9300167.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,9209667.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,9163996.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,8845789.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,8839962.0,621227.0,1.8,384635.0,3.9
2019 Q3,Dance,Dance/House,8583381.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,8548779.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,8521607.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,8455111.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,8448164.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,8384413.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,8277113.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,8140433.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,8057289.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,7967513.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,7865478.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,7837974.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,7812040.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,7725105.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,7723532.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,7614566.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,7551443.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,7533869.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,7479355.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,7356594.0,621227.0,1.8,384635.0,3.9
2019 Q3,Edm,Electronic,7342939.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,7266008.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,7168717.0,621227.0,1.8,384635.0,3.9
2019 Q3,Dance,Dance/House,7050627.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,7022545.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,6965500.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,6890645.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,6889607.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,6883506.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,6845009.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,6619536.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,6611448.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,6580367.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,6515685.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,6496533.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,6405635.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,6356294.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,6313625.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,6280461.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,6240959.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,6204799.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,6190111.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,6187974.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,6133057.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,6127319.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,6124840.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,6056288.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,6027008.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,5982983.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5940951.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,5883165.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,5864292.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,5856846.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,5838572.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5827818.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,5806130.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,5764849.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,5756238.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,5730725.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,5726701.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,5669245.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5649173.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,5627123.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5625270.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,5572913.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5554288.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,5537981.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,5526808.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,5406139.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,5371665.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,5343613.0,621227.0,1.8,384635.0,3.9
2019 Q3,Punk,Rock/Punk/Metal,5323417.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,5283620.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5281110.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,5216134.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,5214936.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5211950.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,5201797.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,5200185.0,621227.0,1.8,384635.0,3.9
2019 Q3,Edm,Electronic,5187334.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,5150431.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,5110778.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,5025221.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,5014134.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,4996841.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,4953802.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4909295.0,621227.0,1.8,384635.0,3.9
2019 Q3,Punk,Rock/Punk/Metal,4893319.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4855858.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,4843200.0,621227.0,1.8,384635.0,3.9
2019 Q3,Musicals,Musicals,4832019.0,621227.0,1.8,384635.0,3.9
2019 Q3,Country,Country,4828543.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,4764531.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,4749603.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,4734250.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,4578389.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4557854.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,4528988.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4494876.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,4440631.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4388636.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,4259857.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,4128185.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4123431.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4105222.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,4094836.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,4090155.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,4053921.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soul,Soul,4034617.0,621227.0,1.8,384635.0,3.9
2019 Q3,Edm,Electronic,4024614.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,4009074.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,4004991.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,3998879.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,3957696.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,3948600.0,621227.0,1.8,384635.0,3.9
2019 Q3,Country,Country,3929850.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,3919502.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,3878101.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,3845148.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,3835654.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,3830929.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,3826181.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,3757339.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,3742620.0,621227.0,1.8,384635.0,3.9
2019 Q3,Country,Country,3727908.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,3662520.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,3637248.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,3627102.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,3510271.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,3480145.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,3445730.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,3431931.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,3390731.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,3381831.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,3357203.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,3333979.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,3268628.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,3177874.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,3157228.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,3156996.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,3145595.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,3113036.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,3095225.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,2985722.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2970259.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2938114.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,2929107.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2898414.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,2863517.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2832649.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,2795217.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,2790456.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2779673.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2757429.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2749189.0,621227.0,1.8,384635.0,3.9
2019 Q3,Dance,Dance/House,2747217.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,2739940.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soundtrack,Soundtrack,2632718.0,621227.0,1.8,384635.0,3.9
2019 Q3,Disco,Disco,2600481.0,621227.0,1.8,384635.0,3.9
2019 Q3,Dance,Dance/House,2589104.0,621227.0,1.8,384635.0,3.9
2019 Q3,Folk,Folk,2570453.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,2520048.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,2503760.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,2500036.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,2479018.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,2452856.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,2450984.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,2436151.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2428267.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,2425467.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,2410552.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,2406524.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,2402655.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,2394845.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,2377035.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2356698.0,621227.0,1.8,384635.0,3.9
2019 Q3,Punk,Rock/Punk/Metal,2301853.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,2229364.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,2224748.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,2208465.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2198930.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,2184417.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,2178202.0,621227.0,1.8,384635.0,3.9
2019 Q3,R&B,R&B,2173024.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,2162553.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,2117838.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,2097433.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,2072362.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,2027933.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,2010229.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,2001609.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1954535.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1947279.0,621227.0,1.8,384635.0,3.9
2019 Q3,Soft Pop,Pop,1936151.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1914549.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1883342.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,1839087.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,1813172.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1806577.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1794898.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1788044.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1751678.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1734811.0,621227.0,1.8,384635.0,3.9
2019 Q3,Dance,Dance/House,1733173.0,621227.0,1.8,384635.0,3.9
2019 Q3,Unknown,Unknown,1723413.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1676073.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1662864.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1658281.0,621227.0,1.8,384635.0,3.9
2019 Q3,Edm,Electronic,1615591.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,1607941.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1585909.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1585011.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1583696.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1568245.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,1548533.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1503767.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1494031.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1493945.0,621227.0,1.8,384635.0,3.9
2019 Q3,House,Dance/House,1462687.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1460962.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1451793.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1445888.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1418291.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,1380964.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,1359089.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1345171.0,621227.0,1.8,384635.0,3.9
2019 Q3,Dance,Dance/House,1308176.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1282759.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1279755.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,1272648.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,1256383.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1249145.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1245629.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,1241055.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1228239.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1223288.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1219865.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1216956.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1211200.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,1210530.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,1203620.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1198005.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1196651.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,1188240.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,1174446.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1157706.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1157160.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1152862.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1152056.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1142310.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,1130624.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1116645.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1097813.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,1096968.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,1093696.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1082017.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1081097.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,1077018.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1071407.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,1058214.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,1056460.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,1048845.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1046703.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,1044467.0,621227.0,1.8,384635.0,3.9
2019 Q3,Electronic,Electronic,1034519.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,1021526.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,1019221.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,1009207.0,621227.0,1.8,384635.0,3.9
2019 Q3,Indie,Indie,1002693.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,994792.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,971224.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,970137.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,955578.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,948522.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,896919.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,883948.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,875486.0,621227.0,1.8,384635.0,3.9
2019 Q3,Drill,Rap/Hip-Hop,872268.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,866119.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,861690.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,860719.0,621227.0,1.8,384635.0,3.9
2019 Q3,Hip-Hop,Rap/Hip-Hop,859050.0,621227.0,1.8,384635.0,3.9
2019 Q3,Country,Country,829990.0,621227.0,1.8,384635.0,3.9
2019 Q3,Pop,Pop,826913.0,621227.0,1.8,384635.0,3.9
2019 Q3,Grime,Electronic,818588.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rap,Rap/Hip-Hop,797180.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,796678.0,621227.0,1.8,384635.0,3.9
2019 Q3,Rock,Rock/Punk/Metal,792835.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,787527.0,621227.0,1.8,384635.0,3.9
2019 Q3,Swing,Swing,782564.0,621227.0,1.8,384635.0,3.9
