,Song ID,Spotify URI,Song Title,Performer,Region,Quarter,Quarterly Streams,Best Quarterly Position,Peak Position,Worst Position,Time On Chart,Consecutive Weeks,Instance,Previous Week,Chart URL
7485,Somebody ElseThe 1975,5hc71nKsUgtwQ3z52KEKQk,Somebody Else,The 1975,gb,2017 Q1,1495351,150,150,192,6,3.0,1.0,176.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
5375,My NumberFoals,4c9WmjVlQMr0s1IjbYO52Z,My Number,Foals,gb,2017 Q1,1485494,179,179,199,6,4.0,1.0,192.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-26
6737,Rooting For YouLondon Grammar,2nAAFnHiXRdWhsqoeqhhnr,Rooting For You,London Grammar,gb,2017 Q1,1483636,62,62,165,4,3.0,1.0,165.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
8783,Want to Want MeJason Derulo,7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,gb,2017 Q1,1458816,135,135,192,5,4.0,1.0,135.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-16
38,100 BagsStormzy,73aLFMrJu7YX7IMaNlo8Ln,100 Bags,Stormzy,gb,2017 Q1,1458188,57,57,195,3,2.0,1.0,57.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
1053,Blow Your Mind (Mwah)Dua Lipa,2eAAEa8pxKF7My0EO4rFgR,Blow Your Mind (Mwah),Dua Lipa,gb,2017 Q1,1447348,74,74,180,5,4.0,1.0,121.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
9721,pick up the phoneYoung Thug,20dP2DaMHIAmwWAbp7peSr,pick up the phone,Young Thug,gb,2017 Q1,1425104,177,177,196,6,5.0,1.0,193.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
7500,Someone Like YouAdele,4kflIGfjdZJW4ot2ioixTB,Someone Like You,Adele,gb,2017 Q1,1423541,172,172,196,6,1.0,1.0,172.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
7666,Still Got Time (feat. PARTYNEXTDOOR)ZAYN,000xQL6tZNLJzIrtIgxqSl,Still Got Time (feat. PARTYNEXTDOOR),ZAYN,gb,2017 Q1,1412553,36,36,36,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
7324,SidewalksThe Weeknd,4h90qkbnW1Qq6pBhoPvwko,Sidewalks,The Weeknd,gb,2017 Q1,1390434,122,122,189,6,5.0,1.0,173.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
1447,ChanelFrank Ocean,6Nle9hKrkL1wQpwNfEkxjh,Chanel,Frank Ocean,gb,2017 Q1,1365591,91,91,111,3,2.0,1.0,96.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-16
7011,Say Something LovingThe xx,728zbo72kOoYdGR3AhNsyF,Say Something Loving,The xx,gb,2017 Q1,1357455,50,50,134,3,2.0,1.0,105.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
7366,Six Feet UnderThe Weeknd,4mU5iXHeLgbR94siF7p1sY,Six Feet Under,The Weeknd,gb,2017 Q1,1326975,131,131,188,6,5.0,1.0,188.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
1512,ChocolateThe 1975,4WiiRw2PHMNQE0ad6y6GdD,Chocolate,The 1975,gb,2017 Q1,1295514,148,148,197,5,1.0,1.0,197.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-26
7279,Show Me (feat. Malisha Bleau)Ryan Blyth,1mebe3JaPfy8SOTksMKEom,Show Me (feat. Malisha Bleau),Ryan Blyth,gb,2017 Q1,1294800,149,149,196,5,4.0,1.0,158.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
8521,TroubleOFFAIAH,2pex1RNUgi1FwVUTMnIQ1x,Trouble,OFFAIAH,gb,2017 Q1,1280439,132,132,199,5,2.0,1.0,132.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
894,Best BehaviourLouisa,2JCxYaz4o7pSXrT1ZMBWOZ,Best Behaviour,Louisa,gb,2017 Q1,1277079,90,90,167,3,2.0,1.0,167.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-16
4444,Let Her GoPassenger,2jyjhRf6DVbMPU5zxagN2h,Let Her Go,Passenger,gb,2017 Q1,1265446,147,147,200,5,4.0,1.0,192.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-02
5579,No FraudsNicki Minaj,7KcGEssn7BnJdTgildK5y0,No Frauds,Nicki Minaj,gb,2017 Q1,1256804,71,71,184,3,2.0,1.0,71.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-16
1027,"Blinded By Your Grace, Pt. 1Stormzy",5hzBiEGCC6IUzIImitWJKy,"Blinded By Your Grace, Pt. 1",Stormzy,gb,2017 Q1,1248784,52,52,110,2,1.0,1.0,52.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
7499,"Someone In The Crowd - From ""La La Land"" SoundtrackEmma Stone",7xE4vKvjqUTtHyJ9zi0k1q,"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,gb,2017 Q1,1239633,90,90,171,4,3.0,1.0,157.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
7252,Shooting StarsBag Raiders,0UeYCHOETPfai02uskjJ3x,Shooting Stars,Bag Raiders,gb,2017 Q1,1194578,131,131,188,4,3.0,1.0,157.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-23
2089,Don't Cry For Me (feat. Raleigh Ritchie)Stormzy,2IqJgAu14XDs35mW0j0WFK,Don't Cry For Me (feat. Raleigh Ritchie),Stormzy,gb,2017 Q1,1138336,59,59,114,2,1.0,1.0,59.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
217,"A Lovely Night - From ""La La Land"" SoundtrackRyan Gosling",2fXH2iei02pBaSIdn5X4zJ,"A Lovely Night - From ""La La Land"" Soundtrack",Ryan Gosling,gb,2017 Q1,1129862,106,106,197,4,3.0,1.0,178.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
1751,Crank It (Woah!) - Radio EditKideko,4PXVZqZdzzfqFX39LS52b3,Crank It (Woah!) - Radio Edit,Kideko,gb,2017 Q1,1110347,109,109,179,4,3.0,1.0,109.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
91,21 Gun Salute (feat. Wretch 32) - InterludeStormzy,71GOBk9Dj0NEYNLzLCX4Sq,21 Gun Salute (feat. Wretch 32) - Interlude,Stormzy,gb,2017 Q1,1107147,60,60,125,2,1.0,1.0,60.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
7360,SingEd Sheeran,6u0oHknFYrnUd42A6rvFly,Sing,Ed Sheeran,gb,2017 Q1,1104722,94,94,200,4,1.0,1.0,94.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
5629,No ScrubsTLC,1KGi9sZVMeszgZOWivFpxs,No Scrubs,TLC,gb,2017 Q1,1101042,152,152,194,4,2.0,1.0,174.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-16
4387,Lay Me BareStormzy,74VYXs1E4G8IN8upYqG4Ek,Lay Me Bare,Stormzy,gb,2017 Q1,1096451,64,64,115,2,1.0,1.0,64.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
8063,That's Not MeSkepta,3loNCAyjqpgB9DvKhLMKi9,That's Not Me,Skepta,gb,2017 Q1,1080693,153,153,185,4,2.0,1.0,170.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-09
4423,Lego HouseEd Sheeran,53Pgsvu3qSYO2aXt5J2vcL,Lego House,Ed Sheeran,gb,2017 Q1,1078942,137,137,199,4,1.0,1.0,137.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
7134,SexCheat Codes,5DA77EqppDmCTWGovd4oTP,Sex,Cheat Codes,gb,2017 Q1,1061009,97,97,195,4,3.0,1.0,97.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
487,AloneAlan Walker,0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,gb,2017 Q1,981314,161,161,197,4,3.0,1.0,197.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
3548,Hotline BlingDrake,2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,Drake,gb,2017 Q1,967142,178,178,200,4,2.0,1.0,188.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
2624,Final SongMØ,4qqArAiTPueDxIp7cf87h7,Final Song,MØ,gb,2017 Q1,962241,152,152,193,4,3.0,1.0,152.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
4286,Kiss MeEd Sheeran,0Tel1fmuCxEFV6wBLXsEdk,Kiss Me,Ed Sheeran,gb,2017 Q1,941451,96,96,183,3,1.0,1.0,96.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
1698,Comin Out Strong (feat. The Weeknd)Future,3mRcWCyteY2133a7xVMrYw,Comin Out Strong (feat. The Weeknd),Future,gb,2017 Q1,930476,117,117,178,3,2.0,1.0,117.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
2553,FamousKanye West,19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,gb,2017 Q1,922605,178,178,200,4,3.0,1.0,178.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
4655,LocationKhalid,152lZdxL1OR0ZMW6KquMif,Location,Khalid,gb,2017 Q1,909550,142,142,185,3,2.0,1.0,185.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-16
7284,Show You LoveKato,4tX7Nt68zEeb0Lt32ngQR0,Show You Love,Kato,gb,2017 Q1,900646,148,148,174,3,2.0,1.0,148.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-16
3201,HaloBeyoncé,2CvOqDpQIMw69cCzWqr5yr,Halo,Beyoncé,gb,2017 Q1,896624,81,81,182,3,2.0,1.0,161.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-09
1601,"City Of Stars - From ""La La Land"" Soundtrack/PierRyan Gosling",7jltqRIyxLXBDNZ1QlmnBp,"City Of Stars - From ""La La Land"" Soundtrack/Pier",Ryan Gosling,gb,2017 Q1,879194,111,111,171,3,2.0,1.0,171.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
5121,"Mia & Sebastian’s Theme - From ""La La Land"" SoundtrackJustin Hurwitz",1R17cgUv6HeQFa78dzqb7s,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,gb,2017 Q1,863123,115,115,177,3,2.0,1.0,177.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
8147,The Heart Part 4Kendrick Lamar,1zayuwd1YLZsYDArkruHdL,The Heart Part 4,Kendrick Lamar,gb,2017 Q1,843474,62,62,62,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
7045,ScaryStormzy,745Dazbwplj1SDZ8SPKHV5,Scary,Stormzy,gb,2017 Q1,832720,140,140,174,3,1.0,1.0,166.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-09
5578,No FavorsBig Sean,1MksGqIztTT6M9R1ErKVs8,No Favors,Big Sean,gb,2017 Q1,828300,62,62,120,2,1.0,1.0,62.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-09
9309,"You Need Me, I Don't Need YouEd Sheeran",5KL4iZkCTZyXl7KnHgfVDj,"You Need Me, I Don't Need You",Ed Sheeran,gb,2017 Q1,796486,117,117,191,3,1.0,1.0,117.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
1887,DangerousThe xx,33B2QbtAj8mbDpwvGTOnBt,Dangerous,The xx,gb,2017 Q1,778509,61,61,167,2,1.0,1.0,61.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
5141,Millionaire (feat. Nelly)Cash Cash,3UDXkdQquqCEAJdNAsA1wO,Millionaire (feat. Nelly),Cash Cash,gb,2017 Q1,773909,119,119,193,3,1.0,1.0,119.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
436,All StarSmash Mouth,3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,gb,2017 Q1,769848,180,180,200,3,1.0,1.0,180.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-26
7091,"SeptemberEarth, Wind & Fire",1mqlc0vEP9mU1kZgTi6LIQ,September,"Earth, Wind & Fire",gb,2017 Q1,760191,185,185,198,3,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
1461,Chasing CarsSnow Patrol,11bD1JtSjlIgKgZG2134DZ,Chasing Cars,Snow Patrol,gb,2017 Q1,735711,158,158,186,3,1.0,1.0,186.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
1742,Could You Love Me?Black Saint,1w191mxEGK17BcYVbI3HmR,Could You Love Me?,Black Saint,gb,2017 Q1,723976,190,190,197,3,1.0,1.0,190.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
5140,Million ReasonsLady Gaga,50PWlIBU7PlGGwzgN8TiFJ,Million Reasons,Lady Gaga,gb,2017 Q1,722962,156,156,197,3,1.0,1.0,190.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
1868,Dancing in the MoonlightToploader,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,Toploader,gb,2017 Q1,718814,151,151,193,3,1.0,1.0,182.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
7055,Secret Love Song (feat. Jason Derulo)Little Mix,4JIo8RztBbELr2gWJ5OGK6,Secret Love Song (feat. Jason Derulo),Little Mix,gb,2017 Q1,713014,166,166,199,3,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
7113,Setting FiresThe Chainsmokers,0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,gb,2017 Q1,694567,184,184,196,3,2.0,1.0,196.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
9837,美女と野獣Ariana Grande,1KT0xdIjm7t053xByACrrg,美女と野獣,Ariana Grande,gb,2017 Q1,692870,132,132,156,2,1.0,1.0,132.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-23
6962,Saturnz Barz (feat. Popcaan)Gorillaz,7l9CE3wmEGOUYw1j4ETjnL,Saturnz Barz (feat. Popcaan),Gorillaz,gb,2017 Q1,640595,80,80,80,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
2415,EverydayAriana Grande,3FiE2d325mIOc4YjkSLVJR,Everyday,Ariana Grande,gb,2017 Q1,624588,145,145,186,2,1.0,1.0,186.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-23
5908,OneEd Sheeran,0A2J5TumCpT4aJVvQHNEQW,One,Ed Sheeran,gb,2017 Q1,624016,93,93,174,2,1.0,1.0,93.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
3379,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""Sia",5fc6rQgAKiLutfUYWQ6QnJ,"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Sia,gb,2017 Q1,620478,135,135,136,2,1.0,1.0,136.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-23
7,(No One Knows Me) Like the PianoSampha,5zOnoB8FdZudDcPX4O8WqF,(No One Knows Me) Like the Piano,Sampha,gb,2017 Q1,611861,91,91,186,2,1.0,1.0,91.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-09
8146,The GreatestSia,6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,gb,2017 Q1,575980,105,35,180,3,2.0,1.0,35.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
9109,Without MeEminem,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,gb,2017 Q1,570496,145,145,194,2,1.0,1.0,145.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
7646,Stay With MeSam Smith,5Db9VIdDsN5yu3Eu7CT0i4,Stay With Me,Sam Smith,gb,2017 Q1,563683,131,131,196,2,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-16
1495,Chelsea DaggerThe Fratellis,1bCmvezFg5MRcENzCGG1Cy,Chelsea Dagger,The Fratellis,gb,2017 Q1,556940,183,183,193,2,1.0,1.0,193.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-23
7420,Small BumpEd Sheeran,4z1O25cq9g2kuJemmUxc21,Small Bump,Ed Sheeran,gb,2017 Q1,547443,141,141,195,2,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
568,Ascension (feat. Vince Staples)Gorillaz,2bBMODHVTXGwE2aZYfbgCt,Ascension (feat. Vince Staples),Gorillaz,gb,2017 Q1,544342,92,92,92,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
7619,Start A FireJohn Legend,3gGHAScxUDsJqcAM6ZvjuH,Start A Fire,John Legend,gb,2017 Q1,544219,148,148,169,2,1.0,1.0,148.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-26
5491,Never Forget YouZara Larsson,6hmhG1b4LEyNuashVvuIAo,Never Forget You,Zara Larsson,gb,2017 Q1,539796,163,163,168,2,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
2543,False AlarmMatoma,7gZQfdEQpmwAoPHSbEHzms,False Alarm,Matoma,gb,2017 Q1,538496,124,124,194,2,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
9244,Years & YearsOlly Murs,3t1phUY6LrP0Bpd5eNT8Dt,Years & Years,Olly Murs,gb,2017 Q1,532529,146,146,149,2,1.0,1.0,149.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
5607,No MoneyGalantis,0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,gb,2017 Q1,531272,123,123,186,2,1.0,1.0,123.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
3570,How Far I'll GoAuli'i Cravalho,6mb6lVLNrcUgLnEN8QnDJd,How Far I'll Go,Auli'i Cravalho,gb,2017 Q1,526953,186,186,194,2,1.0,1.0,194.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
3586,How to Save a LifeThe Fray,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,gb,2017 Q1,525853,184,184,200,2,1.0,1.0,184.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-09
8019,Tears (feat. Louisa Johnson)Clean Bandit,7py16W5fWYLFFS6BElKAjn,Tears (feat. Louisa Johnson),Clean Bandit,gb,2017 Q1,512309,130,130,189,2,1.0,1.0,130.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
7305,ShutdownSkepta,1CireMJYXN8Rw4u1HG5GFZ,Shutdown,Skepta,gb,2017 Q1,508027,161,161,182,2,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
4187,Juju on That Beat (TZ Anthem)Zay Hilfigerrr,1lItf5ZXJc1by9SbPeljFd,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,gb,2017 Q1,503978,135,135,187,3,2.0,1.0,167.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
3614,Hymn for the WeekendColdplay,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,gb,2017 Q1,500969,133,133,198,2,1.0,1.0,133.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
5615,No Problem (feat. Lil Wayne & 2 Chainz)Chance the Rapper,0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,gb,2017 Q1,497014,185,185,195,2,1.0,1.0,195.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-16
8347,This TownNiall Horan,5nA67Y0XX9JipZwYxX7Gl7,This Town,Niall Horan,gb,2017 Q1,472873,164,164,188,2,1.0,1.0,164.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
6418,R U Mine?Arctic Monkeys,29tzJGvqJPTAFs6LXmsHoA,R U Mine?,Arctic Monkeys,gb,2017 Q1,461107,184,184,194,2,1.0,1.0,184.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-26
328,Ain't Giving UpCraig David,3mkJigBxWd5DJUsRuwHG3f,Ain't Giving Up,Craig David,gb,2017 Q1,460568,196,196,197,2,1.0,1.0,196.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
5469,NeighborsJ. Cole,0utlOiJy2weVl9WTkcEWHy,Neighbors,J. Cole,gb,2017 Q1,459308,185,185,187,2,1.0,1.0,187.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
509,Andromeda (feat. DRAM)Gorillaz,2C0KFbb4v9CNWR5c9jWcKC,Andromeda (feat. DRAM),Gorillaz,gb,2017 Q1,446454,104,104,104,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
8644,Versace on the FloorBruno Mars,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,Bruno Mars,gb,2017 Q1,445960,194,194,199,2,1.0,1.0,194.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
4604,LipsThe xx,1onfcprzpSGh2LqrBh17AA,Lips,The xx,gb,2017 Q1,438261,75,75,75,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
1755,Crazy Titch - InterludeStormzy,5tSc8s7GhMhaWFdkjNGFF7,Crazy Titch - Interlude,Stormzy,gb,2017 Q1,433465,92,92,92,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
241,A Violent NoiseThe xx,661bbtA19xopO3lH0J4Qvr,A Violent Noise,The xx,gb,2017 Q1,433035,77,77,77,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
3648,I Dare YouThe xx,044qU7kwVZaDwzWnRsmVVL,I Dare You,The xx,gb,2017 Q1,429814,79,79,79,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
1174,Brave For YouThe xx,53e5O0USYgSCv4md0CXpMY,Brave For You,The xx,gb,2017 Q1,429212,80,80,80,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
4562,Light My Body Up (feat. Nicki Minaj & Lil Wayne)David Guetta,3vgNmjuRDnGLxUFGCLkwpm,Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,gb,2017 Q1,420873,110,110,110,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
3374,Heavy (feat. Kiiara)Linkin Park,104buTcnP2AsxqB7U1FIZ4,Heavy (feat. Kiiara),Linkin Park,gb,2017 Q1,408990,79,79,79,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-23
7174,Shape of You (feat. Nyla & Kranium) - Major Lazer RemixEd Sheeran,1KqvRRQd3lfM0pAlkGPrgD,Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Ed Sheeran,gb,2017 Q1,408052,98,98,98,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
6580,ReplicaThe xx,4O4xuKdvJvl7HpFlYGwudS,Replica,The xx,gb,2017 Q1,389397,90,90,90,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
6159,PerformanceThe xx,5UCsGZSezdlGA1bY3QMgXG,Performance,The xx,gb,2017 Q1,389071,91,91,91,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
4533,LiabilityLorde,0or0gNaKAXYYCsOrpvRzAu,Liability,Lorde,gb,2017 Q1,383538,113,113,113,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-16
9341,You're in Love with a PsychoKasabian,0AJhcuRl3i1FfPNr88ZScv,You're in Love with a Psycho,Kasabian,gb,2017 Q1,372196,127,127,127,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-23
8851,We Got the Power (feat. Jehnny Beth)Gorillaz,7hQ0ojbeqicGhw0wdUVeaN,We Got the Power (feat. Jehnny Beth),Gorillaz,gb,2017 Q1,356883,139,139,139,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
8962,When Christmas Comes AroundMatt Terry,3HgmWNk2YBRfh4NSdrCce2,When Christmas Comes Around,Matt Terry,gb,2017 Q1,355400,96,40,96,2,1.0,1.0,40.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
5292,MovesBig Sean,0Fv5N0cHBsl4bzCbollCAS,Moves,Big Sean,gb,2017 Q1,349762,97,97,97,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-09
4386,Lay It All on Me (feat. Ed Sheeran)Rudimental,0vbbhcA6okLzvsy6WSTlLg,Lay It All on Me (feat. Ed Sheeran),Rudimental,gb,2017 Q1,344279,104,104,104,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-12
6549,Regret In Your TearsNicki Minaj,5x8W6iNXDCQrHp1DF5j4UW,Regret In Your Tears,Nicki Minaj,gb,2017 Q1,338131,132,132,132,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-16
3620,HypnotisedColdplay,5LXj9Ch3O9ATm1NoHT8GXn,Hypnotised,Coldplay,gb,2017 Q1,334420,144,144,144,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-09
2500,Faith - RemasteredGeorge Michael,0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,gb,2017 Q1,332972,108,77,108,2,1.0,1.0,77.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
1292,By Your SideThe 1975,6Tzacf8BGC7fyPuQIsG49K,By Your Side,The 1975,gb,2017 Q1,330354,129,129,129,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-02
1400,Careless WhisperGeorge Michael,2R7858bg0GHuBBxjTyOL7N,Careless Whisper,George Michael,gb,2017 Q1,326040,110,94,110,2,1.0,1.0,94.0,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
2567,Feel Good Inc.Gorillaz,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,gb,2017 Q1,317975,160,160,160,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
3434,High RollerNines,5HSMY2507ameWGqEFhwVS3,High Roller,Nines,gb,2017 Q1,314106,118,118,118,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-16
2132,Don't MindKent Jones,27PmvZoffODNFW2p7ehZTQ,Don't Mind,Kent Jones,gb,2017 Q1,312208,114,114,114,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-05
8050,Test MeThe xx,3qLwtC9jEWugjkzyZlYgeg,Test Me,The xx,gb,2017 Q1,305616,133,133,133,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-01-19
9299,You Make My Dreams (Come True)Daryl Hall & John Oates,4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),Daryl Hall & John Oates,gb,2017 Q1,294615,175,175,175,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-03-30
2934,GiantsTake That,0dodzbwip9PhVqwGsmCUDR,Giants,Take That,gb,2017 Q1,288906,146,146,146,1,,1.0,,https://charts.spotify.com/charts/view/regional-gb-weekly/2017-02-23
