year_quarter,genre,Genre_Group,streams,gdp_(£m),inflation_(%),hfce_(£m),unemployment_rate_(%),max_streams_per_genre,is_max_streams,max_stream_genre
2018 Q4,Hard Rock,Rock/Punk/Metal,4859841,610481,2.1,384035,4,4859841,true,Hip-Hop
2018 Q4,Hip-Hop,Rap/Hip-Hop,136090206,610481,2.1,384035,4,136090206,true,Hip-Hop
2018 Q4,House,Dance/House,20240530,610481,2.1,384035,4,20240530,true,Hip-Hop
2018 Q4,Indie,Indie,31340926,610481,2.1,384035,4,31340926,true,Hip-Hop
2018 Q4,Indie Pop,Pop,26296973,610481,2.1,384035,4,26296973,true,Hip-Hop
2018 Q4,Jason Isbell,Folk,337034,610481,2.1,384035,4,337034,true,Hip-Hop
2018 Q4,Jazz,Jazz,6973833,610481,2.1,384035,4,6973833,true,Hip-Hop
2018 Q4,Jazz Rap,Rap/Hip-Hop,473556,610481,2.1,384035,4,473556,true,Hip-Hop
2018 Q4,Kanye West,Rap/Hip-Hop,3447153,610481,2.1,384035,4,3447153,true,Hip-Hop
2018 Q4,Lullaby,Chill,2429989,610481,2.1,384035,4,2429989,true,Hip-Hop
2018 Q4,Meek Mill,Other,342661,610481,2.1,384035,4,342661,true,Hip-Hop
2018 Q4,Melodic Rap,Rap/Hip-Hop,26802533,610481,2.1,384035,4,26802533,true,Hip-Hop
2018 Q4,Memphis Rap,Rap/Hip-Hop,4348651,610481,2.1,384035,4,4348651,true,Hip-Hop
2018 Q4,Motown,Soul,6352811,610481,2.1,384035,4,6352811,true,Hip-Hop
2018 Q4,Musicals,Musicals,55197384,610481,2.1,384035,4,55197384,true,Hip-Hop
2018 Q4,My Recommendation,Other,3279542,610481,2.1,384035,4,3279542,true,Hip-Hop
2018 Q4,New Wave,Rock/Punk/Metal,5370379,610481,2.1,384035,4,5370379,true,Hip-Hop
2018 Q4,Nu Metal,Rock/Punk/Metal,2872127,610481,2.1,384035,4,2872127,true,Hip-Hop
2018 Q4,Party,Other,4045319,610481,2.1,384035,4,4045319,true,Hip-Hop
2018 Q4,Pop,Pop,34960287,610481,2.1,384035,4,34960287,true,Hip-Hop
2018 Q4,Pop Rap,Rap/Hip-Hop,591970,610481,2.1,384035,4,591970,true,Hip-Hop
2018 Q4,Pop-Punk,Rock/Punk/Metal,10136375,610481,2.1,384035,4,10136375,true,Hip-Hop
2018 Q4,Progressive Rock,Rock/Punk/Metal,527369,610481,2.1,384035,4,527369,true,Hip-Hop
2018 Q4,Psychedelic Rock,Rock/Punk/Metal,4368204,610481,2.1,384035,4,4368204,true,Hip-Hop
2018 Q4,Reggaeton,Reggae,16581065,610481,2.1,384035,4,16581065,true,Hip-Hop
2018 Q4,Rock,Rock/Punk/Metal,15104264,610481,2.1,384035,4,15104264,true,Hip-Hop
2018 Q4,Rock & Roll,Rock & Roll,2655974,610481,2.1,384035,4,2655974,true,Hip-Hop
2018 Q4,Rockabilly,Rock & Roll,2169955,610481,2.1,384035,4,2169955,true,Hip-Hop
2018 Q4,Salsa,Latin,436871,610481,2.1,384035,4,436871,true,Hip-Hop
2018 Q4,Soft Pop,Pop,9388061,610481,2.1,384035,4,9388061,true,Hip-Hop
2018 Q4,Soft Rock,Rock/Punk/Metal,5072714,610481,2.1,384035,4,5072714,true,Hip-Hop
2018 Q4,Soul,Soul,13809705,610481,2.1,384035,4,13809705,true,Hip-Hop
2018 Q4,Soundtrack,Soundtrack,12148794,610481,2.1,384035,4,12148794,true,Hip-Hop
2018 Q4,Southern Hip Hop,Rap/Hip-Hop,3172183,610481,2.1,384035,4,3172183,true,Hip-Hop
2018 Q4,Swing,Swing,37165738,610481,2.1,384035,4,37165738,true,Hip-Hop
2018 Q4,Synthpop,Pop,13033068,610481,2.1,384035,4,13033068,true,Hip-Hop
2018 Q4,Trance,Electronic,6494216,610481,2.1,384035,4,6494216,true,Hip-Hop
2018 Q4,Trap,Rap/Hip-Hop,28465942,610481,2.1,384035,4,28465942,true,Hip-Hop
2018 Q4,Trap Latino,Rap/Hip-Hop,1900694,610481,2.1,384035,4,1900694,true,Hip-Hop
2018 Q4,Tropical House,Dance/House,11636284,610481,2.1,384035,4,11636284,true,Hip-Hop
2018 Q4,Uk Drill,Rap/Hip-Hop,12881996,610481,2.1,384035,4,12881996,true,Hip-Hop
2018 Q4,Uk Funky,Funk,3394463,610481,2.1,384035,4,3394463,true,Hip-Hop
2018 Q4,Vocal Jazz,Jazz,533326,610481,2.1,384035,4,533326,true,Hip-Hop
2019 Q1,Acoustic,Acoustic,673322,614936,1.8,383607,3.8,673322,true,Grime
2019 Q1,Afroswing,Afrobeats,40878737,614936,1.8,383607,3.8,40878737,true,Grime
2019 Q1,Alternative,Alternative,9417874,614936,1.8,383607,3.8,9417874,true,Grime
2019 Q1,Alternative Hip-Hop,Rap/Hip-Hop,2571268,614936,1.8,383607,3.8,2571268,true,Grime
2019 Q1,Alternative R&B,R&B,1461179,614936,1.8,383607,3.8,1461179,true,Grime
2019 Q1,Alternative Rock,Alternative,17024495,614936,1.8,383607,3.8,17024495,true,Grime
2019 Q1,Art Pop,Pop,5394018,614936,1.8,383607,3.8,5394018,true,Grime
2019 Q1,Baroque Pop,Pop,2197106,614936,1.8,383607,3.8,2197106,true,Grime
2019 Q1,Big Beat,Rap/Hip-Hop,848448,614936,1.8,383607,3.8,848448,true,Grime
2019 Q1,British,Other,8063696,614936,1.8,383607,3.8,8063696,true,Grime
2019 Q1,Britpop,Pop,9638400,614936,1.8,383607,3.8,9638400,true,Grime
2019 Q1,Children,Other,1104196,614936,1.8,383607,3.8,1104196,true,Grime
2019 Q1,Classic Rock,Rock/Punk/Metal,39751796,614936,1.8,383607,3.8,39751796,true,Grime
2019 Q1,Country,Country,2539327,614936,1.8,383607,3.8,2539327,true,Grime
2019 Q1,Dance,Dance/House,24057397,614936,1.8,383607,3.8,24057397,true,Grime
2019 Q1,Deep House,Dance/House,14254487,614936,1.8,383607,3.8,14254487,true,Grime
2019 Q1,Disco,Disco,3601246,614936,1.8,383607,3.8,3601246,true,Grime
2019 Q1,Drill,Rap/Hip-Hop,5281115,614936,1.8,383607,3.8,5281115,true,Grime
2019 Q1,Drum And Bass,Electronic,3601026,614936,1.8,383607,3.8,3601026,true,Grime
2019 Q1,East Coast Hip Hop,Rap/Hip-Hop,332677,614936,1.8,383607,3.8,332677,true,Grime
2019 Q1,Electro House,Dance/House,952828,614936,1.8,383607,3.8,952828,true,Grime
2019 Q1,Electronic,Electronic,49045205,614936,1.8,383607,3.8,49045205,true,Grime
2019 Q1,Electropop,Electronic,6587170,614936,1.8,383607,3.8,6587170,true,Grime
2019 Q1,Emo Rap,Rap/Hip-Hop,35205909,614936,1.8,383607,3.8,35205909,true,Grime
2019 Q1,Flamenco Urbano,Latin,367568,614936,1.8,383607,3.8,367568,true,Grime
2019 Q1,Folk Pop,Folk,28584265,614936,1.8,383607,3.8,28584265,true,Grime
2019 Q1,Fortnite,Soundtrack,1726050,614936,1.8,383607,3.8,1726050,true,Grime
2019 Q1,Grime,Electronic,128267775,614936,1.8,383607,3.8,128267775,true,Grime
2019 Q1,Hard Rock,Rock/Punk/Metal,709434,614936,1.8,383607,3.8,709434,true,Grime
2019 Q1,Hip-Hop,Rap/Hip-Hop,126684868,614936,1.8,383607,3.8,126684868,true,Grime
2019 Q1,House,Dance/House,21419375,614936,1.8,383607,3.8,21419375,true,Grime
2019 Q1,Hyphy,Rap/Hip-Hop,847515,614936,1.8,383607,3.8,847515,true,Grime
2019 Q1,Indie,Indie,39267417,614936,1.8,383607,3.8,39267417,true,Grime
2019 Q1,Indie Pop,Pop,25443052,614936,1.8,383607,3.8,25443052,true,Grime
2019 Q1,Jazz Rap,Rap/Hip-Hop,588994,614936,1.8,383607,3.8,588994,true,Grime
2019 Q1,Latin,Latin,2882132,614936,1.8,383607,3.8,2882132,true,Grime
2019 Q1,Latin Pop,Latin,1375209,614936,1.8,383607,3.8,1375209,true,Grime
2019 Q1,Melodic Rap,Rap/Hip-Hop,52993440,614936,1.8,383607,3.8,52993440,true,Grime
2019 Q1,Memphis Rap,Rap/Hip-Hop,4456188,614936,1.8,383607,3.8,4456188,true,Grime
2019 Q1,Metalcore,Rock/Punk/Metal,6759298,614936,1.8,383607,3.8,6759298,true,Grime
2019 Q1,Musicals,Musicals,54174647,614936,1.8,383607,3.8,54174647,true,Grime
2019 Q1,New Wave,Rock/Punk/Metal,3524998,614936,1.8,383607,3.8,3524998,true,Grime
2019 Q1,Norwegian Pop,Pop,4313312,614936,1.8,383607,3.8,4313312,true,Grime
2019 Q1,Offset,Other,377708,614936,1.8,383607,3.8,377708,true,Grime
2019 Q1,Pop,Pop,54693353,614936,1.8,383607,3.8,54693353,true,Grime
2019 Q1,Pop-Punk,Rock/Punk/Metal,7226296,614936,1.8,383607,3.8,7226296,true,Grime
2019 Q1,Pop-Rock,Pop,9111978,614936,1.8,383607,3.8,9111978,true,Grime
2019 Q1,Progressive Rock,Rock/Punk/Metal,371261,614936,1.8,383607,3.8,371261,true,Grime
2019 Q1,Psychedelic Rock,Rock/Punk/Metal,3520360,614936,1.8,383607,3.8,3520360,true,Grime
2019 Q1,Reggaeton,Reggae,6166676,614936,1.8,383607,3.8,6166676,true,Grime
2019 Q1,Rock,Rock/Punk/Metal,18998018,614936,1.8,383607,3.8,18998018,true,Grime
2019 Q1,Soft Pop,Pop,43941513,614936,1.8,383607,3.8,43941513,true,Grime
2019 Q1,Soft Rock,Rock/Punk/Metal,2331117,614936,1.8,383607,3.8,2331117,true,Grime
2019 Q1,Soul,Soul,14744315,614936,1.8,383607,3.8,14744315,true,Grime
2019 Q1,Soundtrack,Soundtrack,9673650,614936,1.8,383607,3.8,9673650,true,Grime
2019 Q1,Southern Hip Hop,Rap/Hip-Hop,2177600,614936,1.8,383607,3.8,2177600,true,Grime
2019 Q1,Synthpop,Pop,6097644,614936,1.8,383607,3.8,6097644,true,Grime
2019 Q1,Tech House,Dance/House,2220170,614936,1.8,383607,3.8,2220170,true,Grime
2019 Q1,Trance,Electronic,3216273,614936,1.8,383607,3.8,3216273,true,Grime
2019 Q1,Trap,Rap/Hip-Hop,27154843,614936,1.8,383607,3.8,27154843,true,Grime
2019 Q1,Tropical House,Dance/House,7487698,614936,1.8,383607,3.8,7487698,true,Grime
2019 Q1,Uk Drill,Rap/Hip-Hop,27818998,614936,1.8,383607,3.8,27818998,true,Grime
2019 Q2,Acoustic,Acoustic,1440492,616853,2,385054,3.9,1440492,true,Grime
2019 Q2,Afroswing,Afrobeats,57401725,616853,2,385054,3.9,57401725,true,Grime
2019 Q2,Alessia Cara,Pop,391848,616853,2,385054,3.9,391848,true,Grime
2019 Q2,Alternative,Alternative,7142073,616853,2,385054,3.9,7142073,true,Grime
2019 Q2,Alternative Hip-Hop,Rap/Hip-Hop,20427494,616853,2,385054,3.9,20427494,true,Grime
2019 Q2,Alternative Rock,Alternative,13184848,616853,2,385054,3.9,13184848,true,Grime
2019 Q2,Art Pop,Pop,737091,616853,2,385054,3.9,737091,true,Grime
2019 Q2,Baroque Pop,Pop,398785,616853,2,385054,3.9,398785,true,Grime
2019 Q2,British,Other,10739715,616853,2,385054,3.9,10739715,true,Grime
2019 Q2,Britpop,Pop,10866278,616853,2,385054,3.9,10866278,true,Grime
2019 Q2,Cardi B,Rap/Hip-Hop,667578,616853,2,385054,3.9,667578,true,Grime
2019 Q2,Christian Hip Hop,Rap/Hip-Hop,356865,616853,2,385054,3.9,356865,true,Grime
2019 Q2,Classic Rock,Rock/Punk/Metal,36226932,616853,2,385054,3.9,36226932,true,Grime
2019 Q2,Country,Country,4451265,616853,2,385054,3.9,4451265,true,Grime
2019 Q2,Country Pop,Country,3486958,616853,2,385054,3.9,3486958,true,Grime
2019 Q2,Cover,Cover,760200,616853,2,385054,3.9,760200,true,Grime
2019 Q2,Dance,Dance/House,36794915,616853,2,385054,3.9,36794915,true,Grime
2019 Q2,Dancehall,Reggae,431483,616853,2,385054,3.9,431483,true,Grime
2019 Q2,Disco,Disco,3029603,616853,2,385054,3.9,3029603,true,Grime
2019 Q2,Electro House,Dance/House,4678400,616853,2,385054,3.9,4678400,true,Grime
2019 Q2,Electronic,Electronic,49592641,616853,2,385054,3.9,49592641,true,Grime
2019 Q2,Electronica,Electronic,355182,616853,2,385054,3.9,355182,true,Grime
2019 Q2,Electropop,Electronic,24099911,616853,2,385054,3.9,24099911,true,Grime
2019 Q2,Emo Rap,Rap/Hip-Hop,15041523,616853,2,385054,3.9,15041523,true,Grime
2019 Q2,Eurovision,Pop,901479,616853,2,385054,3.9,901479,true,Grime
2019 Q2,Folk,Folk,855693,616853,2,385054,3.9,855693,true,Grime
2019 Q2,Folk Pop,Folk,22392404,616853,2,385054,3.9,22392404,true,Grime
2019 Q2,Folk Rock,Folk,361827,616853,2,385054,3.9,361827,true,Grime
2019 Q2,Grime,Electronic,194487693,616853,2,385054,3.9,194487693,true,Grime
2019 Q2,Hard Rock,Rock/Punk/Metal,3773083,616853,2,385054,3.9,3773083,true,Grime
2019 Q2,Hip-Hop,Rap/Hip-Hop,131848192,616853,2,385054,3.9,131848192,true,Grime
2019 Q2,House,Dance/House,52240964,616853,2,385054,3.9,52240964,true,Grime
2019 Q2,Hyperpop,Pop,1191110,616853,2,385054,3.9,1191110,true,Grime
2019 Q2,Hyphy,Rap/Hip-Hop,1485706,616853,2,385054,3.9,1485706,true,Grime
2019 Q2,Indie,Indie,31729041,616853,2,385054,3.9,31729041,true,Grime
2019 Q2,Indie Pop,Pop,11476049,616853,2,385054,3.9,11476049,true,Grime
2019 Q2,Indie Rock,Indie,3346110,616853,2,385054,3.9,3346110,true,Grime
2019 Q2,Jazz Rap,Rap/Hip-Hop,1748503,616853,2,385054,3.9,1748503,true,Grime
2019 Q2,Jeremih,R&B,398137,616853,2,385054,3.9,398137,true,Grime
2019 Q2,John Legend,R&B,496894,616853,2,385054,3.9,496894,true,Grime
2019 Q2,K-Pop,K-Pop,13989459,616853,2,385054,3.9,13989459,true,Grime
2019 Q2,Latin,Latin,2416757,616853,2,385054,3.9,2416757,true,Grime
2019 Q2,Melodic Rap,Rap/Hip-Hop,32530297,616853,2,385054,3.9,32530297,true,Grime
2019 Q2,Melodic Techno,Electronic,1329382,616853,2,385054,3.9,1329382,true,Grime
2019 Q2,Memphis Rap,Rap/Hip-Hop,364074,616853,2,385054,3.9,364074,true,Grime
2019 Q2,Musicals,Musicals,18280045,616853,2,385054,3.9,18280045,true,Grime
2019 Q2,Neo-Soul,Soul,2047746,616853,2,385054,3.9,2047746,true,Grime
2019 Q2,Norwegian Pop,Pop,11838973,616853,2,385054,3.9,11838973,true,Grime
2019 Q2,Nu Metal,Rock/Punk/Metal,457175,616853,2,385054,3.9,457175,true,Grime
2019 Q2,Pop,Pop,115194123,616853,2,385054,3.9,115194123,true,Grime
2019 Q2,Pop Punk,Rock/Punk/Metal,404133,616853,2,385054,3.9,404133,true,Grime
2019 Q2,Pop Rap,Rap/Hip-Hop,2006112,616853,2,385054,3.9,2006112,true,Grime
2019 Q2,Pop-Punk,Rock/Punk/Metal,10932483,616853,2,385054,3.9,10932483,true,Grime
2019 Q2,Pop-Rock,Pop,23994757,616853,2,385054,3.9,23994757,true,Grime
2019 Q2,Progressive Rock,Rock/Punk/Metal,5189292,616853,2,385054,3.9,5189292,true,Grime
2019 Q2,Psychedelic Pop,Pop,635845,616853,2,385054,3.9,635845,true,Grime
2019 Q2,Psychedelic Rock,Rock/Punk/Metal,732069,616853,2,385054,3.9,732069,true,Grime
2019 Q2,Psychedelic Soul,Soul,2447985,616853,2,385054,3.9,2447985,true,Grime
2019 Q2,Rock,Rock/Punk/Metal,25627388,616853,2,385054,3.9,25627388,true,Grime
2019 Q2,Soft Pop,Pop,93790162,616853,2,385054,3.9,93790162,true,Grime
2019 Q2,Soft Rock,Rock/Punk/Metal,1781607,616853,2,385054,3.9,1781607,true,Grime
2019 Q2,Soul,Soul,4848619,616853,2,385054,3.9,4848619,true,Grime
2019 Q2,Soundtrack,Soundtrack,2375620,616853,2,385054,3.9,2375620,true,Grime
2019 Q2,Tech House,Dance/House,2934439,616853,2,385054,3.9,2934439,true,Grime
2019 Q2,Trance,Electronic,2341450,616853,2,385054,3.9,2341450,true,Grime
2019 Q2,Trap,Rap/Hip-Hop,40777030,616853,2,385054,3.9,40777030,true,Grime
2019 Q2,Tropical House,Dance/House,22742774,616853,2,385054,3.9,22742774,true,Grime
2019 Q2,Uk Drill,Rap/Hip-Hop,37467919,616853,2,385054,3.9,37467919,true,Grime
2019 Q2,West Coast Hip Hop,Rap/Hip-Hop,955054,616853,2,385054,3.9,955054,true,Grime
2019 Q3,Acoustic,Acoustic,342128,621227,1.8,384635,3.9,342128,true,Grime
2019 Q3,Afroswing,Afrobeats,35509705,621227,1.8,384635,3.9,35509705,true,Grime
2019 Q3,Alternative,Alternative,3826181,621227,1.8,384635,3.9,3826181,true,Grime
2019 Q3,Alternative Hip-Hop,Rap/Hip-Hop,59864589,621227,1.8,384635,3.9,59864589,true,Grime
2019 Q3,Alternative R&B,R&B,2880589,621227,1.8,384635,3.9,2880589,true,Grime
2019 Q3,Alternative Rock,Alternative,11543609,621227,1.8,384635,3.9,11543609,true,Grime
2019 Q3,Art Pop,Pop,861672,621227,1.8,384635,3.9,861672,true,Grime
2019 Q3,Bedroom Pop,Pop,366475,621227,1.8,384635,3.9,366475,true,Grime
2019 Q3,Beyonce,R&B,447622,621227,1.8,384635,3.9,447622,true,Grime
2019 Q3,British,Other,4225303,621227,1.8,384635,3.9,4225303,true,Grime
2019 Q3,Britpop,Pop,11616239,621227,1.8,384635,3.9,11616239,true,Grime
2019 Q3,Brooklyn Drill,Rap/Hip-Hop,1839087,621227,1.8,384635,3.9,1839087,true,Grime
2019 Q3,Cardi B,Rap/Hip-Hop,2402655,621227,1.8,384635,3.9,2402655,true,Grime
2019 Q3,Christian Hip Hop,Rap/Hip-Hop,1430385,621227,1.8,384635,3.9,1430385,true,Grime
2019 Q3,Classic Rock,Rock/Punk/Metal,30912161,621227,1.8,384635,3.9,30912161,true,Grime
2019 Q3,Country,Country,15206369,621227,1.8,384635,3.9,15206369,true,Grime
2019 Q3,Country Hip Hop,Rap/Hip-Hop,358645,621227,1.8,384635,3.9,358645,true,Grime
2019 Q3,Country Pop,Country,8758393,621227,1.8,384635,3.9,8758393,true,Grime
2019 Q3,Dance,Dance/House,40393481,621227,1.8,384635,3.9,40393481,true,Grime
2019 Q3,Dance Pop,Dance/House,17112261,621227,1.8,384635,3.9,17112261,true,Grime
2019 Q3,Dancehall,Reggae,5788566,621227,1.8,384635,3.9,5788566,true,Grime
2019 Q3,Disco,Disco,2600481,621227,1.8,384635,3.9,2600481,true,Grime
2019 Q3,Dream Pop,Pop,798792,621227,1.8,384635,3.9,798792,true,Grime
2019 Q3,Drill,Rap/Hip-Hop,22408892,621227,1.8,384635,3.9,22408892,true,Grime
2019 Q3,Electro House,Dance/House,25128824,621227,1.8,384635,3.9,25128824,true,Grime
2019 Q3,Electronic,Electronic,41335047,621227,1.8,384635,3.9,41335047,true,Grime
2019 Q3,Electronica,Electronic,1188240,621227,1.8,384635,3.9,1188240,true,Grime
2019 Q3,Electropop,Electronic,16926152,621227,1.8,384635,3.9,16926152,true,Grime
2019 Q3,Emo Rap,Rap/Hip-Hop,3381831,621227,1.8,384635,3.9,3381831,true,Grime
2019 Q3,Folk,Folk,12279513,621227,1.8,384635,3.9,12279513,true,Grime
2019 Q3,Folk Pop,Folk,12844953,621227,1.8,384635,3.9,12844953,true,Grime
2019 Q3,Folk Rock,Folk,2570453,621227,1.8,384635,3.9,2570453,true,Grime
2019 Q3,Grime,Electronic,245786776,621227,1.8,384635,3.9,245786776,true,Grime
2019 Q3,Hard Rock,Rock/Punk/Metal,5025221,621227,1.8,384635,3.9,5025221,true,Grime
2019 Q3,Hip-Hop,Rap/Hip-Hop,122766840,621227,1.8,384635,3.9,122766840,true,Grime
2019 Q3,House,Dance/House,21927863,621227,1.8,384635,3.9,21927863,true,Grime
2019 Q3,Hyphy,Rap/Hip-Hop,1142310,621227,1.8,384635,3.9,1142310,true,Grime
2019 Q3,Indie,Indie,36836669,621227,1.8,384635,3.9,36836669,true,Grime
2019 Q3,Indie Pop,Pop,13332244,621227,1.8,384635,3.9,13332244,true,Grime
2019 Q3,Indie Rock,Indie,338471,621227,1.8,384635,3.9,338471,true,Grime
2019 Q3,Lil Nas X,Rap/Hip-Hop,538252,621227,1.8,384635,3.9,538252,true,Grime
2019 Q3,Melodic Rap,Rap/Hip-Hop,41913466,621227,1.8,384635,3.9,41913466,true,Grime
2019 Q3,Melodic Techno,Electronic,2117838,621227,1.8,384635,3.9,2117838,true,Grime
2019 Q3,Musicals,Musicals,4832019,621227,1.8,384635,3.9,4832019,true,Grime
2019 Q3,My Scribbled,Other,7533869,621227,1.8,384635,3.9,7533869,true,Grime
2019 Q3,Norwegian Pop,Pop,2779673,621227,1.8,384635,3.9,2779673,true,Grime
2019 Q3,Nu Metal,Rock/Punk/Metal,738487,621227,1.8,384635,3.9,738487,true,Grime
2019 Q3,One Track Mind,Other,434016,621227,1.8,384635,3.9,434016,true,Grime
2019 Q3,Pop,Pop,119950965,621227,1.8,384635,3.9,119950965,true,Grime
2019 Q3,Pop Punk,Rock/Punk/Metal,2703315,621227,1.8,384635,3.9,2703315,true,Grime
2019 Q3,Pop-Punk,Rock/Punk/Metal,10216736,621227,1.8,384635,3.9,10216736,true,Grime
2019 Q3,Pop-Rock,Pop,11795053,621227,1.8,384635,3.9,11795053,true,Grime
2019 Q3,Progressive Rock,Rock/Punk/Metal,4090155,621227,1.8,384635,3.9,4090155,true,Grime
2019 Q3,Rock,Rock/Punk/Metal,13306793,621227,1.8,384635,3.9,13306793,true,Grime
2019 Q3,Rock & Roll,Rock & Roll,1386435,621227,1.8,384635,3.9,1386435,true,Grime
2019 Q3,Sampling,Other,358271,621227,1.8,384635,3.9,358271,true,Grime
2019 Q3,Soft Pop,Pop,213306632,621227,1.8,384635,3.9,213306632,true,Grime
2019 Q3,Soft Rock,Rock/Punk/Metal,1041246,621227,1.8,384635,3.9,1041246,true,Grime
2019 Q3,Soul,Soul,22596164,621227,1.8,384635,3.9,22596164,true,Grime
2019 Q3,Soundtrack,Soundtrack,2632718,621227,1.8,384635,3.9,2632718,true,Grime
2019 Q3,Southern Hip Hop,Rap/Hip-Hop,1463126,621227,1.8,384635,3.9,1463126,true,Grime
2019 Q3,Synthpop,Pop,500429,621227,1.8,384635,3.9,500429,true,Grime
2019 Q3,Tech House,Dance/House,4441832,621227,1.8,384635,3.9,4441832,true,Grime
2019 Q3,Trance,Electronic,10701797,621227,1.8,384635,3.9,10701797,true,Grime
2019 Q3,Trap,Rap/Hip-Hop,48888598,621227,1.8,384635,3.9,48888598,true,Grime
2019 Q3,Tropical House,Dance/House,21007434,621227,1.8,384635,3.9,21007434,true,Grime
2019 Q3,Uk Drill,Rap/Hip-Hop,36824688,621227,1.8,384635,3.9,36824688,true,Grime
2019 Q4,Afrobeats,Afrobeats,5549705,621229,1.4,383778,3.7,5549705,true,Grime
2019 Q4,Afroswing,Afrobeats,23177026,621229,1.4,383778,3.7,23177026,true,Grime
2019 Q4,Alternative,Alternative,1400945,621229,1.4,383778,3.7,1400945,true,Grime
2019 Q4,Alternative Hip-Hop,Rap/Hip-Hop,35476095,621229,1.4,383778,3.7,35476095,true,Grime
2019 Q4,Alternative R&B,R&B,2302706,621229,1.4,383778,3.7,2302706,true,Grime
2019 Q4,Alternative Rock,Alternative,7831654,621229,1.4,383778,3.7,7831654,true,Grime
2019 Q4,Ambient Pop,Pop,600679,621229,1.4,383778,3.7,600679,true,Grime
2019 Q4,Baroque Pop,Pop,819187,621229,1.4,383778,3.7,819187,true,Grime
2019 Q4,Bedroom Pop,Pop,1682982,621229,1.4,383778,3.7,1682982,true,Grime
2019 Q4,British,Other,2229839,621229,1.4,383778,3.7,2229839,true,Grime
2019 Q4,Britpop,Pop,7768140,621229,1.4,383778,3.7,7768140,true,Grime
2019 Q4,Brooklyn Drill,Rap/Hip-Hop,4699032,621229,1.4,383778,3.7,4699032,true,Grime
2019 Q4,Celtic Rock,Rock/Punk/Metal,10688162,621229,1.4,383778,3.7,10688162,true,Grime
2019 Q4,Christmas,Christmas,107306890,621229,1.4,383778,3.7,107306890,true,Grime
2019 Q4,Classic Rock,Rock/Punk/Metal,24756798,621229,1.4,383778,3.7,24756798,true,Grime
2019 Q4,Country,Country,18330566,621229,1.4,383778,3.7,18330566,true,Grime
2019 Q4,Country Pop,Country,1808312,621229,1.4,383778,3.7,1808312,true,Grime
2019 Q4,Dance,Dance/House,55123360,621229,1.4,383778,3.7,55123360,true,Grime
2019 Q4,Dance Pop,Dance/House,21920448,621229,1.4,383778,3.7,21920448,true,Grime
2019 Q4,Dancehall,Reggae,689689,621229,1.4,383778,3.7,689689,true,Grime
2019 Q4,Disco,Disco,4120980,621229,1.4,383778,3.7,4120980,true,Grime
2019 Q4,Drill,Rap/Hip-Hop,20443768,621229,1.4,383778,3.7,20443768,true,Grime
2019 Q4,Electro House,Dance/House,31112253,621229,1.4,383778,3.7,31112253,true,Grime
2019 Q4,Electronic,Electronic,39933941,621229,1.4,383778,3.7,39933941,true,Grime
2019 Q4,Electropop,Electronic,4148073,621229,1.4,383778,3.7,4148073,true,Grime
2019 Q4,Emo Rap,Rap/Hip-Hop,2386593,621229,1.4,383778,3.7,2386593,true,Grime
2019 Q4,Folk,Folk,15185932,621229,1.4,383778,3.7,15185932,true,Grime
2019 Q4,Folk Pop,Folk,6950957,621229,1.4,383778,3.7,6950957,true,Grime
2019 Q4,Folk Rock,Folk,1447797,621229,1.4,383778,3.7,1447797,true,Grime
2019 Q4,Grime,Electronic,257842885,621229,1.4,383778,3.7,257842885,true,Grime
2019 Q4,Hard Rock,Rock/Punk/Metal,7419472,621229,1.4,383778,3.7,7419472,true,Grime
2019 Q4,Hip-Hop,Rap/Hip-Hop,85701325,621229,1.4,383778,3.7,85701325,true,Grime
2019 Q4,House,Dance/House,23687538,621229,1.4,383778,3.7,23687538,true,Grime
2019 Q4,Indie,Indie,25370927,621229,1.4,383778,3.7,25370927,true,Grime
2019 Q4,Indie Pop,Pop,54277577,621229,1.4,383778,3.7,54277577,true,Grime
2019 Q4,Jazz,Jazz,8075962,621229,1.4,383778,3.7,8075962,true,Grime
2019 Q4,K-Pop,K-Pop,1687524,621229,1.4,383778,3.7,1687524,true,Grime
2019 Q4,Male Vocalists,Other,336489,621229,1.4,383778,3.7,336489,true,Grime
2019 Q4,Melodic Rap,Rap/Hip-Hop,55174385,621229,1.4,383778,3.7,55174385,true,Grime
2019 Q4,Metalcore,Rock/Punk/Metal,395864,621229,1.4,383778,3.7,395864,true,Grime
2019 Q4,Moombahton,Electronic,4318317,621229,1.4,383778,3.7,4318317,true,Grime
2019 Q4,Motown,Soul,6243491,621229,1.4,383778,3.7,6243491,true,Grime
2019 Q4,Musicals,Musicals,7524374,621229,1.4,383778,3.7,7524374,true,Grime
2019 Q4,My Scribbled,Other,6293569,621229,1.4,383778,3.7,6293569,true,Grime
2019 Q4,Nu Metal,Rock/Punk/Metal,2665653,621229,1.4,383778,3.7,2665653,true,Grime
2019 Q4,Pop,Pop,91059696,621229,1.4,383778,3.7,91059696,true,Grime
2019 Q4,Pop Rock,Rock/Punk/Metal,2729390,621229,1.4,383778,3.7,2729390,true,Grime
2019 Q4,Pop-Punk,Rock/Punk/Metal,1754463,621229,1.4,383778,3.7,1754463,true,Grime
2019 Q4,Pop-Rock,Pop,4299586,621229,1.4,383778,3.7,4299586,true,Grime
