year_quarter,genre,Genre_Group,streams,gdp_(£m),inflation_(%),hfce_(£m),unemployment_rate_(%),max_streams_per_genre,is_max_streams,max_stream_genre
2017 Q4,Hyperpop,Pop,700180,606396,2.8,376343,4.4,700180,true,Hip-Hop
2017 Q4,Indie,Indie,38795510,606396,2.8,376343,4.4,38795510,true,Hip-Hop
2017 Q4,Indie Pop,Pop,4083624,606396,2.8,376343,4.4,4083624,true,Hip-Hop
2017 Q4,Jazz,Jazz,3424787,606396,2.8,376343,4.4,3424787,true,Hip-Hop
2017 Q4,K-Pop,K-Pop,342585,606396,2.8,376343,4.4,342585,true,Hip-Hop
2017 Q4,Latin,Latin,20960250,606396,2.8,376343,4.4,20960250,true,Hip-Hop
2017 Q4,Latin Pop,Latin,367563,606396,2.8,376343,4.4,367563,true,Hip-Hop
2017 Q4,Melodic Rap,Rap/Hip-Hop,13372880,606396,2.8,376343,4.4,13372880,true,Hip-Hop
2017 Q4,Moombahton,Electronic,2290407,606396,2.8,376343,4.4,2290407,true,Hip-Hop
2017 Q4,Motown,Soul,3456938,606396,2.8,376343,4.4,3456938,true,Hip-Hop
2017 Q4,Musicals,Musicals,3483521,606396,2.8,376343,4.4,3483521,true,Hip-Hop
2017 Q4,New Wave,Rock/Punk/Metal,266385,606396,2.8,376343,4.4,266385,true,Hip-Hop
2017 Q4,Nu Metal,Rock/Punk/Metal,3270953,606396,2.8,376343,4.4,3270953,true,Hip-Hop
2017 Q4,Party,Other,3303875,606396,2.8,376343,4.4,3303875,true,Hip-Hop
2017 Q4,Pop,Pop,6620659,606396,2.8,376343,4.4,6620659,true,Hip-Hop
2017 Q4,Progressive Rock,Rock/Punk/Metal,590705,606396,2.8,376343,4.4,590705,true,Hip-Hop
2017 Q4,Psychedelic Rock,Rock/Punk/Metal,8681181,606396,2.8,376343,4.4,8681181,true,Hip-Hop
2017 Q4,Psychedelic Soul,Soul,4431232,606396,2.8,376343,4.4,4431232,true,Hip-Hop
2017 Q4,Reggaeton,Reggae,25496581,606396,2.8,376343,4.4,25496581,true,Hip-Hop
2017 Q4,Rock,Rock/Punk/Metal,11774798,606396,2.8,376343,4.4,11774798,true,Hip-Hop
2017 Q4,Rock & Roll,Rock & Roll,10860385,606396,2.8,376343,4.4,10860385,true,Hip-Hop
2017 Q4,Rockabilly,Rock & Roll,1124861,606396,2.8,376343,4.4,1124861,true,Hip-Hop
2017 Q4,Soft Pop,Pop,55722096,606396,2.8,376343,4.4,55722096,true,Hip-Hop
2017 Q4,Soft Rock,Rock/Punk/Metal,2043892,606396,2.8,376343,4.4,2043892,true,Hip-Hop
2017 Q4,Soul,Soul,24700598,606396,2.8,376343,4.4,24700598,true,Hip-Hop
2017 Q4,Soundtrack,Soundtrack,408909,606396,2.8,376343,4.4,408909,true,Hip-Hop
2017 Q4,Southern Hip Hop,Rap/Hip-Hop,965433,606396,2.8,376343,4.4,965433,true,Hip-Hop
2017 Q4,Swing,Swing,26583988,606396,2.8,376343,4.4,26583988,true,Hip-Hop
2017 Q4,Synthpop,Pop,1215758,606396,2.8,376343,4.4,1215758,true,Hip-Hop
2017 Q4,The Best Song Ever,Other,276170,606396,2.8,376343,4.4,276170,true,Hip-Hop
2017 Q4,Trap,Rap/Hip-Hop,28321060,606396,2.8,376343,4.4,28321060,true,Hip-Hop
2017 Q4,Tropical House,Dance/House,4155986,606396,2.8,376343,4.4,4155986,true,Hip-Hop
2017 Q4,Uk Drill,Rap/Hip-Hop,276242,606396,2.8,376343,4.4,276242,true,Hip-Hop
2017 Q4,Vocal Jazz,Jazz,2209165,606396,2.8,376343,4.4,2209165,true,Hip-Hop
2018 Q1,Acoustic,Acoustic,1412358,606785,2.5,378556,4.2,1412358,true,Hip-Hop
2018 Q1,Afroswing,Afrobeats,100952422,606785,2.5,378556,4.2,100952422,true,Hip-Hop
2018 Q1,Alternative Rock,Alternative,12375807,606785,2.5,378556,4.2,12375807,true,Hip-Hop
2018 Q1,Azonto,Afrobeats,1841761,606785,2.5,378556,4.2,1841761,true,Hip-Hop
2018 Q1,Bachata,Latin,352609,606785,2.5,378556,4.2,352609,true,Hip-Hop
2018 Q1,Baroque Pop,Pop,3119079,606785,2.5,378556,4.2,3119079,true,Hip-Hop
2018 Q1,Big Sean,Rap/Hip-Hop,355460,606785,2.5,378556,4.2,355460,true,Hip-Hop
2018 Q1,British,Other,6348479,606785,2.5,378556,4.2,6348479,true,Hip-Hop
2018 Q1,Britpop,Pop,10586327,606785,2.5,378556,4.2,10586327,true,Hip-Hop
2018 Q1,Cardi B,Rap/Hip-Hop,5086924,606785,2.5,378556,4.2,5086924,true,Hip-Hop
2018 Q1,Classic Rock,Rock/Punk/Metal,7289620,606785,2.5,378556,4.2,7289620,true,Hip-Hop
2018 Q1,Cloud Rap,Rap/Hip-Hop,1901703,606785,2.5,378556,4.2,1901703,true,Hip-Hop
2018 Q1,Comedy,Other,9104098,606785,2.5,378556,4.2,9104098,true,Hip-Hop
2018 Q1,Country Rock,Country,9393861,606785,2.5,378556,4.2,9393861,true,Hip-Hop
2018 Q1,Dance,Dance/House,17559057,606785,2.5,378556,4.2,17559057,true,Hip-Hop
2018 Q1,Dancehall,Reggae,10515950,606785,2.5,378556,4.2,10515950,true,Hip-Hop
2018 Q1,Dance-Pop,Dance/House,3378189,606785,2.5,378556,4.2,3378189,true,Hip-Hop
2018 Q1,Deep House,Dance/House,20673799,606785,2.5,378556,4.2,20673799,true,Hip-Hop
2018 Q1,Disco,Disco,3842601,606785,2.5,378556,4.2,3842601,true,Hip-Hop
2018 Q1,Drill,Rap/Hip-Hop,1866894,606785,2.5,378556,4.2,1866894,true,Hip-Hop
2018 Q1,East Coast Hip Hop,Rap/Hip-Hop,6750280,606785,2.5,378556,4.2,6750280,true,Hip-Hop
2018 Q1,Electro House,Dance/House,2054422,606785,2.5,378556,4.2,2054422,true,Hip-Hop
2018 Q1,Electro Pop,Electronic,5044255,606785,2.5,378556,4.2,5044255,true,Hip-Hop
2018 Q1,Electronic,Electronic,27881064,606785,2.5,378556,4.2,27881064,true,Hip-Hop
2018 Q1,Emo Rap,Rap/Hip-Hop,21160054,606785,2.5,378556,4.2,21160054,true,Hip-Hop
2018 Q1,Folk,Folk,2082633,606785,2.5,378556,4.2,2082633,true,Hip-Hop
2018 Q1,Folk Pop,Folk,2574813,606785,2.5,378556,4.2,2574813,true,Hip-Hop
2018 Q1,French House,Dance/House,623176,606785,2.5,378556,4.2,623176,true,Hip-Hop
2018 Q1,Funk,Funk,339017,606785,2.5,378556,4.2,339017,true,Hip-Hop
2018 Q1,Grime,Electronic,93131916,606785,2.5,378556,4.2,93131916,true,Hip-Hop
2018 Q1,Hard Rock,Rock/Punk/Metal,720096,606785,2.5,378556,4.2,720096,true,Hip-Hop
2018 Q1,Hip-Hop,Rap/Hip-Hop,227468551,606785,2.5,378556,4.2,227468551,true,Hip-Hop
2018 Q1,House,Dance/House,67593384,606785,2.5,378556,4.2,67593384,true,Hip-Hop
2018 Q1,Hyperpop,Pop,3556890,606785,2.5,378556,4.2,3556890,true,Hip-Hop
2018 Q1,Hyphy,Rap/Hip-Hop,875545,606785,2.5,378556,4.2,875545,true,Hip-Hop
2018 Q1,Indie,Indie,43395099,606785,2.5,378556,4.2,43395099,true,Hip-Hop
2018 Q1,Indie Pop,Pop,31242513,606785,2.5,378556,4.2,31242513,true,Hip-Hop
2018 Q1,Kendrick Lamar,Rap/Hip-Hop,409903,606785,2.5,378556,4.2,409903,true,Hip-Hop
2018 Q1,K-Pop,K-Pop,1129924,606785,2.5,378556,4.2,1129924,true,Hip-Hop
2018 Q1,Latin,Latin,11096167,606785,2.5,378556,4.2,11096167,true,Hip-Hop
2018 Q1,Latin Pop,Latin,615128,606785,2.5,378556,4.2,615128,true,Hip-Hop
2018 Q1,Melodic Rap,Rap/Hip-Hop,11487692,606785,2.5,378556,4.2,11487692,true,Hip-Hop
2018 Q1,Memphis Rap,Rap/Hip-Hop,11923737,606785,2.5,378556,4.2,11923737,true,Hip-Hop
2018 Q1,Moombahton,Electronic,360187,606785,2.5,378556,4.2,360187,true,Hip-Hop
2018 Q1,Motown,Soul,346767,606785,2.5,378556,4.2,346767,true,Hip-Hop
2018 Q1,Musicals,Musicals,113189942,606785,2.5,378556,4.2,113189942,true,Hip-Hop
2018 Q1,New Wave,Rock/Punk/Metal,1273239,606785,2.5,378556,4.2,1273239,true,Hip-Hop
2018 Q1,Pop,Pop,24923037,606785,2.5,378556,4.2,24923037,true,Hip-Hop
2018 Q1,Pop Rock,Rock/Punk/Metal,657372,606785,2.5,378556,4.2,657372,true,Hip-Hop
2018 Q1,Pop-Punk,Rock/Punk/Metal,2895444,606785,2.5,378556,4.2,2895444,true,Hip-Hop
2018 Q1,Psychedelic Rock,Rock/Punk/Metal,19889389,606785,2.5,378556,4.2,19889389,true,Hip-Hop
2018 Q1,Psychedelic Soul,Soul,4694688,606785,2.5,378556,4.2,4694688,true,Hip-Hop
2018 Q1,Reggaeton,Reggae,5715430,606785,2.5,378556,4.2,5715430,true,Hip-Hop
2018 Q1,Rock,Rock/Punk/Metal,12514995,606785,2.5,378556,4.2,12514995,true,Hip-Hop
2018 Q1,Rock & Roll,Rock & Roll,597742,606785,2.5,378556,4.2,597742,true,Hip-Hop
2018 Q1,Soft Pop,Pop,22396882,606785,2.5,378556,4.2,22396882,true,Hip-Hop
2018 Q1,Soft Rock,Rock/Punk/Metal,4947374,606785,2.5,378556,4.2,4947374,true,Hip-Hop
2018 Q1,Soul,Soul,26238866,606785,2.5,378556,4.2,26238866,true,Hip-Hop
2018 Q1,Soundtrack,Soundtrack,11775647,606785,2.5,378556,4.2,11775647,true,Hip-Hop
2018 Q1,Synthpop,Pop,11539871,606785,2.5,378556,4.2,11539871,true,Hip-Hop
2018 Q1,Trap,Rap/Hip-Hop,38291782,606785,2.5,378556,4.2,38291782,true,Hip-Hop
2018 Q1,Tropical House,Dance/House,5718152,606785,2.5,378556,4.2,5718152,true,Hip-Hop
2018 Q1,Uk Drill,Rap/Hip-Hop,8142470,606785,2.5,378556,4.2,8142470,true,Hip-Hop
2018 Q2,Acoustic,Acoustic,2896081,607775,2.2,377543,4,2896081,true,Hip-Hop
2018 Q2,Afroswing,Afrobeats,89207721,607775,2.2,377543,4,89207721,true,Hip-Hop
2018 Q2,Alternative,Alternative,722900,607775,2.2,377543,4,722900,true,Hip-Hop
2018 Q2,Alternative Hip-Hop,Rap/Hip-Hop,637818,607775,2.2,377543,4,637818,true,Hip-Hop
2018 Q2,Alternative Pop,Alternative,1078370,607775,2.2,377543,4,1078370,true,Hip-Hop
2018 Q2,Alternative Rock,Alternative,5287909,607775,2.2,377543,4,5287909,true,Hip-Hop
2018 Q2,Anne-Marie,Pop,955559,607775,2.2,377543,4,955559,true,Hip-Hop
2018 Q2,Ballad,Pop,444962,607775,2.2,377543,4,444962,true,Hip-Hop
2018 Q2,Baroque Pop,Pop,9603387,607775,2.2,377543,4,9603387,true,Hip-Hop
2018 Q2,British,Other,3185063,607775,2.2,377543,4,3185063,true,Hip-Hop
2018 Q2,Britpop,Pop,10922317,607775,2.2,377543,4,10922317,true,Hip-Hop
2018 Q2,Camila,Pop,420814,607775,2.2,377543,4,420814,true,Hip-Hop
2018 Q2,Classic Rock,Rock/Punk/Metal,7314650,607775,2.2,377543,4,7314650,true,Hip-Hop
2018 Q2,Cloud Rap,Rap/Hip-Hop,3138620,607775,2.2,377543,4,3138620,true,Hip-Hop
2018 Q2,Comedy,Other,342052,607775,2.2,377543,4,342052,true,Hip-Hop
2018 Q2,Country,Country,840107,607775,2.2,377543,4,840107,true,Hip-Hop
2018 Q2,Country Rock,Country,11446340,607775,2.2,377543,4,11446340,true,Hip-Hop
2018 Q2,Dance,Dance/House,36764663,607775,2.2,377543,4,36764663,true,Hip-Hop
2018 Q2,Dancehall,Reggae,10019895,607775,2.2,377543,4,10019895,true,Hip-Hop
2018 Q2,Deep House,Dance/House,10541723,607775,2.2,377543,4,10541723,true,Hip-Hop
2018 Q2,Disco,Disco,2520514,607775,2.2,377543,4,2520514,true,Hip-Hop
2018 Q2,East Coast Hip Hop,Rap/Hip-Hop,19302612,607775,2.2,377543,4,19302612,true,Hip-Hop
2018 Q2,Electro House,Dance/House,5701108,607775,2.2,377543,4,5701108,true,Hip-Hop
2018 Q2,Electro Pop,Electronic,309213,607775,2.2,377543,4,309213,true,Hip-Hop
2018 Q2,Electronic,Electronic,34047480,607775,2.2,377543,4,34047480,true,Hip-Hop
2018 Q2,Electropop,Electronic,9392488,607775,2.2,377543,4,9392488,true,Hip-Hop
2018 Q2,Emo Rap,Rap/Hip-Hop,45605635,607775,2.2,377543,4,45605635,true,Hip-Hop
2018 Q2,Eurovision,Pop,409749,607775,2.2,377543,4,409749,true,Hip-Hop
2018 Q2,Experimental Hip Hop,Rap/Hip-Hop,676609,607775,2.2,377543,4,676609,true,Hip-Hop
2018 Q2,Favourite,Other,398405,607775,2.2,377543,4,398405,true,Hip-Hop
2018 Q2,Folk,Folk,7715986,607775,2.2,377543,4,7715986,true,Hip-Hop
2018 Q2,Folk Pop,Folk,21149137,607775,2.2,377543,4,21149137,true,Hip-Hop
2018 Q2,Grime,Electronic,75670231,607775,2.2,377543,4,75670231,true,Hip-Hop
2018 Q2,Hard Rock,Rock/Punk/Metal,1751115,607775,2.2,377543,4,1751115,true,Hip-Hop
2018 Q2,Hip-Hop,Rap/Hip-Hop,211268111,607775,2.2,377543,4,211268111,true,Hip-Hop
2018 Q2,House,Dance/House,58970404,607775,2.2,377543,4,58970404,true,Hip-Hop
2018 Q2,Indie,Indie,62009338,607775,2.2,377543,4,62009338,true,Hip-Hop
2018 Q2,Indie Pop,Pop,20356042,607775,2.2,377543,4,20356042,true,Hip-Hop
2018 Q2,Indie Rock,Indie,718949,607775,2.2,377543,4,718949,true,Hip-Hop
2018 Q2,K-Pop,K-Pop,25741436,607775,2.2,377543,4,25741436,true,Hip-Hop
2018 Q2,Laïko,Folk,377003,607775,2.2,377543,4,377003,true,Hip-Hop
2018 Q2,Latin,Latin,6270590,607775,2.2,377543,4,6270590,true,Hip-Hop
2018 Q2,Latin Pop,Latin,1485251,607775,2.2,377543,4,1485251,true,Hip-Hop
2018 Q2,Love,Other,357703,607775,2.2,377543,4,357703,true,Hip-Hop
2018 Q2,Male,Other,483214,607775,2.2,377543,4,483214,true,Hip-Hop
2018 Q2,Melodic Rap,Rap/Hip-Hop,13896610,607775,2.2,377543,4,13896610,true,Hip-Hop
2018 Q2,Memphis Rap,Rap/Hip-Hop,15583885,607775,2.2,377543,4,15583885,true,Hip-Hop
2018 Q2,Moombahton,Electronic,352100,607775,2.2,377543,4,352100,true,Hip-Hop
2018 Q2,Musicals,Musicals,80347612,607775,2.2,377543,4,80347612,true,Hip-Hop
2018 Q2,New Wave,Rock/Punk/Metal,1019721,607775,2.2,377543,4,1019721,true,Hip-Hop
2018 Q2,Offset,Other,817801,607775,2.2,377543,4,817801,true,Hip-Hop
2018 Q2,Pop,Pop,32553630,607775,2.2,377543,4,32553630,true,Hip-Hop
2018 Q2,Pop-Punk,Rock/Punk/Metal,12725570,607775,2.2,377543,4,12725570,true,Hip-Hop
2018 Q2,Progressive Rock,Rock/Punk/Metal,1114287,607775,2.2,377543,4,1114287,true,Hip-Hop
2018 Q2,Psychedelic Rock,Rock/Punk/Metal,16375144,607775,2.2,377543,4,16375144,true,Hip-Hop
2018 Q2,Psychedelic Soul,Soul,2886249,607775,2.2,377543,4,2886249,true,Hip-Hop
2018 Q2,Reggaeton,Reggae,679048,607775,2.2,377543,4,679048,true,Hip-Hop
2018 Q2,Rock,Rock/Punk/Metal,13656884,607775,2.2,377543,4,13656884,true,Hip-Hop
2018 Q2,Soft Pop,Pop,15905052,607775,2.2,377543,4,15905052,true,Hip-Hop
2018 Q2,Soft Rock,Rock/Punk/Metal,5558703,607775,2.2,377543,4,5558703,true,Hip-Hop
2018 Q2,Soul,Soul,21483392,607775,2.2,377543,4,21483392,true,Hip-Hop
2018 Q2,Soundtrack,Soundtrack,8563867,607775,2.2,377543,4,8563867,true,Hip-Hop
2018 Q2,Spotify Voce Cagou A Tag,Other,1304730,607775,2.2,377543,4,1304730,true,Hip-Hop
2018 Q2,Synthpop,Pop,6041903,607775,2.2,377543,4,6041903,true,Hip-Hop
2018 Q2,Trance,Electronic,5246347,607775,2.2,377543,4,5246347,true,Hip-Hop
2018 Q2,Trap,Rap/Hip-Hop,55505980,607775,2.2,377543,4,55505980,true,Hip-Hop
2018 Q2,Trap Latino,Rap/Hip-Hop,18186138,607775,2.2,377543,4,18186138,true,Hip-Hop
2018 Q2,Tropical House,Dance/House,23727324,607775,2.2,377543,4,23727324,true,Hip-Hop
2018 Q2,Uk Drill,Rap/Hip-Hop,8107903,607775,2.2,377543,4,8107903,true,Hip-Hop
2018 Q3,Acoustic,Acoustic,5162554,609653,2.3,380204,4.1,5162554,true,Hip-Hop
2018 Q3,Afroswing,Afrobeats,73792484,609653,2.3,380204,4.1,73792484,true,Hip-Hop
2018 Q3,Alternative,Alternative,4750031,609653,2.3,380204,4.1,4750031,true,Hip-Hop
2018 Q3,Alternative Pop,Alternative,8908867,609653,2.3,380204,4.1,8908867,true,Hip-Hop
2018 Q3,Alternative R&B,R&B,704562,609653,2.3,380204,4.1,704562,true,Hip-Hop
2018 Q3,Alternative Rock,Alternative,18398384,609653,2.3,380204,4.1,18398384,true,Hip-Hop
2018 Q3,Anne-Marie,Pop,5707987,609653,2.3,380204,4.1,5707987,true,Hip-Hop
2018 Q3,Ballad,Pop,1071268,609653,2.3,380204,4.1,1071268,true,Hip-Hop
2018 Q3,Baroque Pop,Pop,5964278,609653,2.3,380204,4.1,5964278,true,Hip-Hop
2018 Q3,British,Other,4616746,609653,2.3,380204,4.1,4616746,true,Hip-Hop
2018 Q3,Britpop,Pop,15343705,609653,2.3,380204,4.1,15343705,true,Hip-Hop
2018 Q3,Chance The Rapper,Rap/Hip-Hop,453515,609653,2.3,380204,4.1,453515,true,Hip-Hop
2018 Q3,Children,Other,983027,609653,2.3,380204,4.1,983027,true,Hip-Hop
2018 Q3,Classic Rock,Rock/Punk/Metal,6807173,609653,2.3,380204,4.1,6807173,true,Hip-Hop
2018 Q3,Country Rock,Country,323683,609653,2.3,380204,4.1,323683,true,Hip-Hop
2018 Q3,Dance,Dance/House,59796883,609653,2.3,380204,4.1,59796883,true,Hip-Hop
2018 Q3,Dancehall,Reggae,1076512,609653,2.3,380204,4.1,1076512,true,Hip-Hop
2018 Q3,Deep House,Dance/House,3421253,609653,2.3,380204,4.1,3421253,true,Hip-Hop
2018 Q3,Disco,Disco,1832874,609653,2.3,380204,4.1,1832874,true,Hip-Hop
2018 Q3,Drum And Bass,Electronic,3511899,609653,2.3,380204,4.1,3511899,true,Hip-Hop
2018 Q3,East Coast Hip Hop,Rap/Hip-Hop,11653930,609653,2.3,380204,4.1,11653930,true,Hip-Hop
2018 Q3,Electro House,Dance/House,6344328,609653,2.3,380204,4.1,6344328,true,Hip-Hop
2018 Q3,Electronic,Electronic,73696416,609653,2.3,380204,4.1,73696416,true,Hip-Hop
2018 Q3,Electropop,Electronic,24851780,609653,2.3,380204,4.1,24851780,true,Hip-Hop
2018 Q3,Eminem,Rap/Hip-Hop,4123279,609653,2.3,380204,4.1,4123279,true,Hip-Hop
2018 Q3,Emo Rap,Rap/Hip-Hop,76304874,609653,2.3,380204,4.1,76304874,true,Hip-Hop
2018 Q3,Female,Other,1143001,609653,2.3,380204,4.1,1143001,true,Hip-Hop
2018 Q3,Folk,Folk,3636104,609653,2.3,380204,4.1,3636104,true,Hip-Hop
2018 Q3,Folk Pop,Folk,44343164,609653,2.3,380204,4.1,44343164,true,Hip-Hop
2018 Q3,Funk,Funk,370997,609653,2.3,380204,4.1,370997,true,Hip-Hop
2018 Q3,Grime,Electronic,77524619,609653,2.3,380204,4.1,77524619,true,Hip-Hop
2018 Q3,Gunna,Rap/Hip-Hop,761753,609653,2.3,380204,4.1,761753,true,Hip-Hop
2018 Q3,Hard Rock,Rock/Punk/Metal,1265515,609653,2.3,380204,4.1,1265515,true,Hip-Hop
2018 Q3,Hip-Hop,Rap/Hip-Hop,206211382,609653,2.3,380204,4.1,206211382,true,Hip-Hop
2018 Q3,House,Dance/House,66478256,609653,2.3,380204,4.1,66478256,true,Hip-Hop
2018 Q3,Indie,Indie,44153896,609653,2.3,380204,4.1,44153896,true,Hip-Hop
2018 Q3,Indie Pop,Pop,6695735,609653,2.3,380204,4.1,6695735,true,Hip-Hop
2018 Q3,K-Pop,K-Pop,11973895,609653,2.3,380204,4.1,11973895,true,Hip-Hop
2018 Q3,Latin,Latin,3353311,609653,2.3,380204,4.1,3353311,true,Hip-Hop
2018 Q3,Latin Pop,Latin,1711668,609653,2.3,380204,4.1,1711668,true,Hip-Hop
2018 Q3,Love,Other,338724,609653,2.3,380204,4.1,338724,true,Hip-Hop
2018 Q3,Lullaby,Chill,465980,609653,2.3,380204,4.1,465980,true,Hip-Hop
2018 Q3,Melodic Rap,Rap/Hip-Hop,33807618,609653,2.3,380204,4.1,33807618,true,Hip-Hop
2018 Q3,Memphis Rap,Rap/Hip-Hop,7590287,609653,2.3,380204,4.1,7590287,true,Hip-Hop
2018 Q3,Metalcore,Rock/Punk/Metal,836541,609653,2.3,380204,4.1,836541,true,Hip-Hop
2018 Q3,Musicals,Musicals,84021451,609653,2.3,380204,4.1,84021451,true,Hip-Hop
2018 Q3,My Recommendation,Other,1925840,609653,2.3,380204,4.1,1925840,true,Hip-Hop
2018 Q3,Party,Other,312332,609653,2.3,380204,4.1,312332,true,Hip-Hop
2018 Q3,Pop,Pop,23883125,609653,2.3,380204,4.1,23883125,true,Hip-Hop
2018 Q3,Pop-Punk,Rock/Punk/Metal,22093614,609653,2.3,380204,4.1,22093614,true,Hip-Hop
2018 Q3,Progressive Rock,Rock/Punk/Metal,634633,609653,2.3,380204,4.1,634633,true,Hip-Hop
2018 Q3,Psychedelic Rock,Rock/Punk/Metal,6790818,609653,2.3,380204,4.1,6790818,true,Hip-Hop
2018 Q3,Psychedelic Soul,Soul,342333,609653,2.3,380204,4.1,342333,true,Hip-Hop
2018 Q3,Punk Rock,Rock/Punk/Metal,321509,609653,2.3,380204,4.1,321509,true,Hip-Hop
2018 Q3,R&B,R&B,4187062,609653,2.3,380204,4.1,4187062,true,Hip-Hop
2018 Q3,Reggaeton,Reggae,737818,609653,2.3,380204,4.1,737818,true,Hip-Hop
2018 Q3,Rock,Rock/Punk/Metal,12541705,609653,2.3,380204,4.1,12541705,true,Hip-Hop
2018 Q3,Soft Pop,Pop,2202385,609653,2.3,380204,4.1,2202385,true,Hip-Hop
2018 Q3,Soft Rock,Rock/Punk/Metal,1967517,609653,2.3,380204,4.1,1967517,true,Hip-Hop
2018 Q3,Soul,Soul,8480852,609653,2.3,380204,4.1,8480852,true,Hip-Hop
2018 Q3,Soundtrack,Soundtrack,8406051,609653,2.3,380204,4.1,8406051,true,Hip-Hop
2018 Q3,Southern Hip Hop,Rap/Hip-Hop,1158444,609653,2.3,380204,4.1,1158444,true,Hip-Hop
2018 Q3,Spotify Voce Cagou A Tag,Other,1045373,609653,2.3,380204,4.1,1045373,true,Hip-Hop
2018 Q3,Synthpop,Pop,1457237,609653,2.3,380204,4.1,1457237,true,Hip-Hop
2018 Q3,Trance,Electronic,26056085,609653,2.3,380204,4.1,26056085,true,Hip-Hop
2018 Q3,Trap,Rap/Hip-Hop,36684664,609653,2.3,380204,4.1,36684664,true,Hip-Hop
2018 Q3,Trap Latino,Rap/Hip-Hop,12182992,609653,2.3,380204,4.1,12182992,true,Hip-Hop
2018 Q3,Tropical House,Dance/House,12912070,609653,2.3,380204,4.1,12912070,true,Hip-Hop
2018 Q3,Uk Drill,Rap/Hip-Hop,3576538,609653,2.3,380204,4.1,3576538,true,Hip-Hop
2018 Q3,Uk Funky,Funk,3854019,609653,2.3,380204,4.1,3854019,true,Hip-Hop
2018 Q4,Acoustic,Acoustic,3054190,610481,2.1,384035,4,3054190,true,Hip-Hop
2018 Q4,Afroswing,Afrobeats,23588098,610481,2.1,384035,4,23588098,true,Hip-Hop
2018 Q4,Alternative,Alternative,3454976,610481,2.1,384035,4,3454976,true,Hip-Hop
2018 Q4,Alternative Pop,Alternative,2117126,610481,2.1,384035,4,2117126,true,Hip-Hop
2018 Q4,Alternative R&B,R&B,1017181,610481,2.1,384035,4,1017181,true,Hip-Hop
2018 Q4,Alternative Rock,Alternative,15543211,610481,2.1,384035,4,15543211,true,Hip-Hop
2018 Q4,Art Pop,Pop,15468265,610481,2.1,384035,4,15468265,true,Hip-Hop
2018 Q4,Baroque Pop,Pop,2686688,610481,2.1,384035,4,2686688,true,Hip-Hop
2018 Q4,Big Band,Other,406550,610481,2.1,384035,4,406550,true,Hip-Hop
2018 Q4,Boysband,Pop,326583,610481,2.1,384035,4,326583,true,Hip-Hop
2018 Q4,British,Other,14351452,610481,2.1,384035,4,14351452,true,Hip-Hop
2018 Q4,Britpop,Pop,8975918,610481,2.1,384035,4,8975918,true,Hip-Hop
2018 Q4,Celtic Rock,Rock/Punk/Metal,13390581,610481,2.1,384035,4,13390581,true,Hip-Hop
2018 Q4,Christian,Other,450579,610481,2.1,384035,4,450579,true,Hip-Hop
2018 Q4,Christmas,Christmas,105073719,610481,2.1,384035,4,105073719,true,Hip-Hop
2018 Q4,Classic Rock,Rock/Punk/Metal,38057217,610481,2.1,384035,4,38057217,true,Hip-Hop
2018 Q4,Conscious Hip Hop,Rap/Hip-Hop,376676,610481,2.1,384035,4,376676,true,Hip-Hop
2018 Q4,Country,Country,3297684,610481,2.1,384035,4,3297684,true,Hip-Hop
2018 Q4,Dance,Dance/House,42345518,610481,2.1,384035,4,42345518,true,Hip-Hop
2018 Q4,Dance Pop,Dance/House,6638130,610481,2.1,384035,4,6638130,true,Hip-Hop
2018 Q4,Dancehall,Reggae,1158731,610481,2.1,384035,4,1158731,true,Hip-Hop
2018 Q4,Deep House,Dance/House,2169712,610481,2.1,384035,4,2169712,true,Hip-Hop
2018 Q4,Disco,Disco,6866941,610481,2.1,384035,4,6866941,true,Hip-Hop
2018 Q4,Don'T Let The Internet Ruin Your Time,Other,416527,610481,2.1,384035,4,416527,true,Hip-Hop
2018 Q4,Doo-Wop,Other,2123852,610481,2.1,384035,4,2123852,true,Hip-Hop
2018 Q4,Drill,Rap/Hip-Hop,2631869,610481,2.1,384035,4,2631869,true,Hip-Hop
2018 Q4,Drum And Bass,Electronic,3192480,610481,2.1,384035,4,3192480,true,Hip-Hop
2018 Q4,East Coast Hip Hop,Rap/Hip-Hop,3421745,610481,2.1,384035,4,3421745,true,Hip-Hop
2018 Q4,Electro House,Dance/House,1203389,610481,2.1,384035,4,1203389,true,Hip-Hop
2018 Q4,Electronic,Electronic,88122229,610481,2.1,384035,4,88122229,true,Hip-Hop
2018 Q4,Electropop,Electronic,7552240,610481,2.1,384035,4,7552240,true,Hip-Hop
2018 Q4,Eminem,Rap/Hip-Hop,866951,610481,2.1,384035,4,866951,true,Hip-Hop
2018 Q4,Emo Rap,Rap/Hip-Hop,81257514,610481,2.1,384035,4,81257514,true,Hip-Hop
2018 Q4,Folk,Folk,5152776,610481,2.1,384035,4,5152776,true,Hip-Hop
2018 Q4,Folk Pop,Folk,21800731,610481,2.1,384035,4,21800731,true,Hip-Hop
2018 Q4,Funk,Funk,3719901,610481,2.1,384035,4,3719901,true,Hip-Hop
2018 Q4,Grime,Electronic,83701496,610481,2.1,384035,4,83701496,true,Hip-Hop
2018 Q4,Gunna,Rap/Hip-Hop,502635,610481,2.1,384035,4,502635,true,Hip-Hop
